taxid	length_gmean	width_gmean	volume_gmean	surface_gmean	length_amean	width_amean	volume_amean	surface_amean	shape	length_ranges	width_ranges	sources	species	genus	family	order	class	phylum	superkingdom
424796	2.05	0.4	0.2408554367752174	2.57610597594363	2.05	0.4	0.2408554367752174	2.57610597594363	rod-shaped	['2.05', ' 2.05']	['0.4', ' 0.4']	['bacdive']	Brevundimonas lenta	Brevundimonas	Caulobacteraceae	Caulobacterales	Alphaproteobacteria	Proteobacteria	Bacteria
424797	1.35	0.55	0.2771801018323495	2.332632545290422	1.35	0.55	0.2771801018323495	2.332632545290422	rod-shaped	['1.35', ' 1.35']	['0.55', ' 0.55']	['bacdive']	Nocardioides terrigena	Nocardioides	Nocardioidaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria
424798	2.121320343559643	0.529150262212918	0.4277139683903199	3.526429007561699	2.75	0.55	0.609796224031169	4.751658888554562	rod-shaped	['1.0', ' 4.5']	['0.4', ' 0.7']	['bacdive']	Rhizobium soli	Rhizobium	Rhizobiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria
424799	1.8	0.75	0.6847690237121502	4.241150082346221	1.8	0.75	0.6847690237121502	4.241150082346221	ovoid-shaped	['1.8', ' 1.8']	['0.75', ' 0.75']	['bacdive']	Roseomonas terrae	Roseomonas	Acetobacteraceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria
424800	3.0000000000000004	0.45	0.4532729150507523	4.241150082346221	3.0	0.45	0.4532729150507523	4.241150082346221	rod-shaped	['3.0', ' 3.0']	['0.45', ' 0.45']	['bacdive']	Sphingomonas insulae	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria
424902	1.7320508075688772	1.7320508075688772	2.7206990463513265	9.424777960769376	1.75	1.75	2.806162187972133	9.62112750161874	coccus-shaped	['1.5', ' 2.0']	['1.5', ' 2.0']	['bacdive']	Thiohalocapsa marina	Thiohalocapsa	Chromatiaceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
425004	2.5	1.0	1.7016960206944711	7.853981633974482	2.5	1.0	1.7016960206944711	7.853981633974483	rod-shaped	['2.5', ' 2.5']	['1.0', ' 1.0']	['bacdive']	Cohnella ginsengisoli	Cohnella	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
425006	3.0000000000000004	0.7	1.0647381101791404	6.5973445725385655	3.0	0.7	1.0647381101791404	6.5973445725385655	rod-shaped	['3.0', ' 3.0']	['0.7', ' 0.7']	['bacdive']	Cohnella yongneupensis	Cohnella	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
425254	3.25	0.65	1.0065531962407797	6.636614480708438	3.25	0.65	1.0065531962407797	6.636614480708438	rod-shaped	['3.25', ' 3.25']	['0.65', ' 0.65']	['bacdive']	Cellulosilyticum ruminicola	Cellulosilyticum	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
425498	6.0	0.3499999999999999	0.5660430013452359	6.5973445725385655	6.0	0.35	0.5660430013452359	6.5973445725385655	rod-shaped	['6.0', ' 6.0']	['0.35', ' 0.35']	['bacdive']	Algibacter mikhailovii	Algibacter	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria
425504	1.75	0.45	0.2544690049407733	2.474004214701962	1.75	0.45	0.2544690049407733	2.474004214701962	rod-shaped	['1.75', ' 1.75']	['0.45', ' 0.45']	['bacdive']	Pseudomonas guineae	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
425511	2.2	0.73	0.8189406863604386	5.045397801665208	2.2	0.73	0.8189406863604386	5.045397801665208	rod-shaped	['2.2', ' 2.2']	['0.73', ' 0.73']	['bacdive']	Pedobacter duraquae	Pedobacter	Sphingobacteriaceae	Sphingobacteriales	Sphingobacteriia	Bacteroidetes	Bacteria
425512	2.1	0.915	1.1803111843440195	6.036570283872787	2.1	0.915	1.1803111843440195	6.036570283872788	rod-shaped	['2.1', ' 2.1']	['0.915', ' 0.915']	['bacdive']	Pedobacter westerhofensis	Pedobacter	Sphingobacteriaceae	Sphingobacteriales	Sphingobacteriia	Bacteroidetes	Bacteria
425513	2.2	0.83	1.0406402619303925	5.736548185454963	2.2	0.83	1.0406402619303925	5.7365481854549625	rod-shaped	['2.2', ' 2.2']	['0.83', ' 0.83']	['bacdive']	Pedobacter metabolipauper	Pedobacter	Sphingobacteriaceae	Sphingobacteriales	Sphingobacteriia	Bacteroidetes	Bacteria
425514	2.0	0.73	0.7352329501055385	4.586725274241098	2.0	0.73	0.7352329501055385	4.586725274241098	rod-shaped	['2.0', ' 2.0']	['0.73', ' 0.73']	['bacdive']	Pedobacter hartonius	Pedobacter	Sphingobacteriaceae	Sphingobacteriales	Sphingobacteriia	Bacteroidetes	Bacteria
425677	2.449489742783178	1.224744871391589	2.404780931553494	9.424777960769376	2.5	1.25	2.5566346464760685	9.817477042468104	rod-shaped	['2.0', ' 3.0']	['1.0', ' 1.5']	['bacdive']	Labrys wisconsinensis	Labrys	Xanthobacteraceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria
425933	2.25	0.45	0.3339905689847649	3.1808625617596658	2.25	0.45	0.3339905689847649	3.1808625617596658	rod-shaped	['2.25', ' 2.25']	['0.45', ' 0.45']	['bacdive']	Evansella polygoni	Evansella	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
425941	0.75	0.45	0.09542587685278989	1.0602875205865552	0.75	0.45	0.0954258768527899	1.0602875205865552	rod-shaped	['0.75', ' 0.75']	['0.45', ' 0.45']	['bacdive']	Prevotella nanceiensis	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
426226	4.0	1.5	6.185010536754906	18.849555921538762	4.0	1.5	6.1850105367549055	18.84955592153876	rod-shaped	['4.0', ' 4.0']	['1.5', ' 1.5']	['bacdive']	Flavobacterium subsaxonicum	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria
426371	1.75	0.45	0.2544690049407733	2.474004214701962	1.75	0.45	0.2544690049407733	2.474004214701962	rod-shaped	['1.75', ' 1.75']	['0.45', ' 0.45']	['bacdive']	Algoriphagus vanfongensis	Algoriphagus	Cyclobacteriaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria
426421	1.095445115010332	0.2449489742783178	0.04777398539542361	0.842977767724887	1.1	0.25	0.0499055082992128	0.8639379797371932	rod-shaped	['1.0', ' 1.2']	['0.2', ' 0.3']	['bacdive']	Sediminibacterium salmoneum	Sediminibacterium	Chitinophagaceae	Chitinophagales	Chitinophagia	Bacteroidetes	Bacteria
426481	4.5	0.5	0.8508480103472356	7.0685834705770345	4.5	0.5	0.8508480103472356	7.0685834705770345	rod-shaped	['4.5', ' 4.5']	['0.5', ' 0.5']	['bacdive']	Tenacibaculum aiptasiae	Tenacibaculum	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria
426599	8.366600265340754	0.5916079783099616	2.245680456509207	15.55009028355428	9.5	0.6	2.629513051054657	17.907078125461823	rod-shaped	['5.0', ' 14.0']	['0.5', ' 0.7']	['bacdive']	Fulvibacter tottoriensis	Fulvibacter	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria
426701	6.299999999999999	1.0	4.686209041604775	19.792033717615695	6.3	1.0	4.686209041604775	19.79203371761569	rod-shaped	['6.3', ' 6.3']	['1.0', ' 1.0']	['bacdive']	Alkalibacterium thalassium	Alkalibacterium	Carnobacteriaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
426702	4.5	0.6	1.21579635693925	8.482300164692441	4.5	0.6	1.21579635693925	8.482300164692441	rod-shaped	['4.5', ' 4.5']	['0.6', ' 0.6']	['bacdive']	Alkalibacterium pelagium	Alkalibacterium	Carnobacteriaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
426703	5.35	0.75	2.2531109812464294	12.605640522529042	5.35	0.75	2.2531109812464294	12.605640522529043	rod-shaped	['5.35', ' 5.35']	['0.75', ' 0.75']	['bacdive']	Alkalibacterium putridalgicola	Alkalibacterium	Carnobacteriaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
426704	2.7	0.85	1.3713379182154195	7.209955139988576	2.7	0.85	1.3713379182154195	7.209955139988575	rod-shaped	['2.7', ' 2.7']	['0.85', ' 0.85']	['bacdive']	Alkalibacterium kapii	Alkalibacterium	Carnobacteriaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
426756	1.25	0.65	0.3428917481699359	2.552544031041707	1.25	0.65	0.3428917481699359	2.552544031041707	coccus-shaped	['1.25', ' 1.25']	['0.65', ' 0.65']	['bacdive']	Bhargavaea beijingensis	Bhargavaea	Planococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria
426757	1.3	1.1	0.8869763258635185	4.4924774946334045	1.3	1.1	0.8869763258635185	4.4924774946334045	rod-shaped	['1.3', ' 1.3']	['1.1', ' 1.1']	['bacdive']	Bhargavaea ginsengi	Bhargavaea	Planococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria
427072	2.449489742783178	0.648074069840786	0.7367469272141894	4.987123729239648	2.5	0.6499999999999999	0.7576801532142131	5.1050880620834125	rod-shaped	['2.0', ' 3.0']	['0.6', ' 0.7']	['bacdive']	Alkalicoccus chagannorensis	Alkalicoccus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
427078	3.25	0.75	1.325359400733194	7.657632093125119	3.25	0.75	1.325359400733194	7.65763209312512	rod-shaped	['3.25', ' 3.25']	['0.75', ' 0.75']	['bacdive']	Salsuginibacillus kocurii	Salsuginibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
427333	0.8	0.4	0.0837758040957278	1.005309649148734	0.8	0.4	0.0837758040957278	1.005309649148734	ovoid-shaped	['0.8', ' 0.8']	['0.4', ' 0.4']	['bacdive']	Herminiimonas saxobsidens	Herminiimonas	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
427351	10.000000000000002	1.0	7.592182246175333	31.41592653589793	10.0	1.0	7.592182246175333	31.41592653589793	spiral-shaped	['10.0', ' 10.0']	['1.0', ' 1.0']	['bacdive']	Helicobacter baculiformis	Helicobacter	Helicobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
427683	4.25	1.45	6.219895305179143	19.3600647277471	4.25	1.45	6.219895305179143	19.3600647277471	rod-shaped	['4.25', ' 4.25']	['1.45', ' 1.45']	['bacdive']	Methylobacterium platani	Methylobacterium	Methylobacteriaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria
427754	1.3	0.59	0.3016481344154457	2.409601565303372	1.3	0.59	0.3016481344154457	2.409601565303372	rod-shaped	['1.3', ' 1.3']	['0.59', ' 0.59']	['bacdive']	Humibacter albus	Humibacter	Microbacteriaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria
427918	2.25	0.4	0.2659881780039358	2.827433388230814	2.25	0.4	0.2659881780039358	2.827433388230814	rod-shaped	['2.25', ' 2.25']	['0.4', ' 0.4']	['bacdive']	Nitriliruptor alkaliphilus	Nitriliruptor	Nitriliruptoraceae	Nitriliruptorales	Nitriliruptoria	Actinobacteria	Bacteria
428031	4.5	1.0	3.272492347489368	14.137166941154067	4.5	1.0	3.272492347489368	14.137166941154067	rod-shaped	['4.5', ' 4.5']	['1.0', ' 1.0']	['bacdive']	Moritella dasanensis	Moritella	Moritellaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria
428712	1.55	0.85	0.7187702192025646	4.139048321104553	1.55	0.85	0.7187702192025646	4.139048321104553	rod-shaped	['1.55', ' 1.55']	['0.85', ' 0.85']	['bacdive']	Jonquetella anthropi	Jonquetella	Synergistaceae	Synergistales	Synergistia	Synergistetes	Bacteria
428988	1.8	0.5	0.3207042500539579	2.827433388230814	1.8	0.5	0.320704250053958	2.827433388230814	rod-shaped	['1.8', ' 1.8']	['0.5', ' 0.5']	['bacdive']	Flavobacterium lindanitolerans	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria
428990	1.4	0.8	0.5696754678509491	3.518583772020568	1.4	0.8	0.5696754678509491	3.518583772020568	rod-shaped	['1.4', ' 1.4']	['0.8', ' 0.8']	['bacdive']	Novosphingobium mathurense	Novosphingobium	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria
428991	1.5	0.6	0.3675663404700058	2.827433388230814	1.5	0.6	0.3675663404700058	2.827433388230814	rod-shaped	['1.5', ' 1.5']	['0.6', ' 0.6']	['bacdive']	Novosphingobium panipatense	Novosphingobium	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria
428992	3.15	1.1	2.6450901146287067	10.885618544688635	3.15	1.1	2.6450901146287067	10.885618544688636	rod-shaped	['3.15', ' 3.15']	['1.1', ' 1.1']	['bacdive']	Pseudomonas panipatensis	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
429133	2.0	0.75	0.7731263170943632	4.71238898038469	2.0	0.75	0.7731263170943632	4.71238898038469	rod-shaped	['2.0', ' 2.0']	['0.75', ' 0.75']	['bacdive']	Modestobacter versicolor	Modestobacter	Geodermatophilaceae	Geodermatophilales	Actinomycetia	Actinobacteria	Bacteria
429134	0.5	0.25	0.020453077171808498	0.3926990816987241	0.5	0.25	0.0204530771718085	0.3926990816987241	rod-shaped	['0.5', ' 0.5']	['0.25', ' 0.25']	['bacdive']	Sphingomonas desiccabilis	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria
429340	7.499999999999999	0.65	2.416833773391323	15.31526418625024	7.5	0.65	2.416833773391323	15.31526418625024	rod-shaped	['7.5', ' 7.5']	['0.65', ' 0.65']	['bacdive']	Paenibacillus siamensis	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
429341	6.499999999999999	0.65	2.085003049355901	13.273228961416875	6.5	0.65	2.085003049355901	13.273228961416876	rod-shaped	['6.5', ' 6.5']	['0.65', ' 0.65']	['bacdive']	Paenibacillus montaniterrae	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
429342	6.999999999999999	0.65	2.250918411373612	14.29424657383356	7.0	0.65	2.250918411373612	14.294246573833558	rod-shaped	['7.0', ' 7.0']	['0.65', ' 0.65']	['bacdive']	Paenibacillus septentrionalis	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
429344	5.6	0.5	1.0668325052815335	8.79645943005142	5.6	0.5	1.0668325052815335	8.79645943005142	rod-shaped	['5.6', ' 5.6']	['0.5', ' 0.5']	['bacdive']	Maribacter polysiphoniae	Maribacter	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria
430453	1.05	0.65	0.2765256033628516	2.144136986075034	1.05	0.65	0.2765256033628516	2.144136986075034	ovoid-shaped	['1.05', ' 1.05']	['0.65', ' 0.65']	['bacdive']	Marinobacter segnicrescens	Marinobacter	Marinobacteraceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
430457	1.4866068747318506	0.848528137423857	0.6807125967843584	3.9628921916970423	1.5	0.8500000000000001	0.690397710549832	4.005530633326987	rod-shaped	['1.3', ' 1.7']	['0.8', ' 0.9']	['bacdive']	Salinicola salarius	Salinicola	Halomonadaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
430522	2.73	0.83	1.3274024831555784	7.118534793769112	2.73	0.83	1.3274024831555784	7.118534793769112	rod-shaped	['2.73', ' 2.73']	['0.83', ' 0.83']	['bacdive']	Pedobacter steynii	Pedobacter	Sphingobacteriaceae	Sphingobacteriales	Sphingobacteriia	Bacteroidetes	Bacteria
430676	3.0000000000000004	1.25	3.170226961630325	11.780972450961725	3.0	1.25	3.1702269616303247	11.780972450961723	rod-shaped	['3.0', ' 3.0']	['1.25', ' 1.25']	['bacdive']	Allochromatium phaeobacterium	Allochromatium	Chromatiaceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
430679	1.95	0.45	0.2862776305583699	2.7567475535250434	1.95	0.45	0.2862776305583699	2.7567475535250434	rod-shaped	['1.95', ' 1.95']	['0.45', ' 0.45']	['bacdive']	Nitratireductor kimnyeongensis	Nitratireductor	Phyllobacteriaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria
430683	1.7	0.6	0.4241150082346221	3.204424506661589	1.7	0.6	0.4241150082346221	3.204424506661589	coccus-shaped	['1.7', ' 1.7']	['0.6', ' 0.6']	['bacdive']	Pedobacter lentus	Pedobacter	Sphingobacteriaceae	Sphingobacteriales	Sphingobacteriia	Bacteroidetes	Bacteria
430684	2.75	0.45	0.4135121330287565	3.8877209088173683	2.75	0.45	0.4135121330287565	3.8877209088173688	coccus-shaped	['2.75', ' 2.75']	['0.45', ' 0.45']	['bacdive']	Pedobacter terricola	Pedobacter	Sphingobacteriaceae	Sphingobacteriales	Sphingobacteriia	Bacteroidetes	Bacteria
430797	1.0	0.75	0.33133985018329853	2.356194490192345	1.0	0.75	0.3313398501832985	2.356194490192345	rod-shaped	['1.0', ' 1.0']	['0.75', ' 0.75']	['bacdive']	Rubritalea spongiae	Rubritalea	Rubritaleaceae	Verrucomicrobiales	Verrucomicrobiae	Verrucomicrobia	Bacteria
430798	1.25	0.65	0.3428917481699359	2.552544031041707	1.25	0.65	0.3428917481699359	2.552544031041707	rod-shaped	['1.25', ' 1.25']	['0.65', ' 0.65']	['bacdive']	Rubritalea tangerina	Rubritalea	Rubritaleaceae	Verrucomicrobiales	Verrucomicrobiae	Verrucomicrobia	Bacteria
430914	4.5	0.75	1.8775924843720249	10.602875205865551	4.5	0.75	1.8775924843720249	10.602875205865551	rod-shaped	['4.5', ' 4.5']	['0.75', ' 0.75']	['bacdive']	Halorhabdus tiamatea	Halorhabdus	Haloarculaceae	Halobacteriales	Halobacteria	Euryarchaeota	Archaea
431058	2.0	0.5	0.3599741582238304	3.141592653589793	2.0	0.5	0.3599741582238304	3.141592653589793	rod-shaped	['2.0', ' 2.0']	['0.5', ' 0.5']	['bacdive']	Pelomonas aquatica	Pelomonas	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
431059	2.0	0.5	0.3599741582238304	3.141592653589793	2.0	0.5	0.3599741582238304	3.141592653589793	rod-shaped	['2.0', ' 2.0']	['0.5', ' 0.5']	['bacdive']	Pelomonas puraquae	Pelomonas	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
431060	2.0	0.5	0.3599741582238304	3.141592653589793	2.0	0.5	0.3599741582238304	3.141592653589793	rod-shaped	['2.0', ' 2.0']	['0.5', ' 0.5']	['bacdive']	Roseateles terrae	Roseateles		Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
431270	0.75	0.75	0.2208932334555323	1.7671458676442586	0.75	0.75	0.2208932334555323	1.7671458676442586	coccus-shaped	['0.75', ' 0.75']	['0.75', ' 0.75']	['bacdive']	Pelagicoccus croceus	Pelagicoccus	Puniceicoccaceae	Puniceicoccales	Opitutae	Verrucomicrobia	Bacteria
431273	3.0000000000000004	0.65	0.9235955152319244	6.126105674500097	3.0	0.65	0.9235955152319244	6.126105674500097	rod-shaped	['3.0', ' 3.0']	['0.65', ' 0.65']	['bacdive']	Levilactobacillus senmaizukei	Levilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
431306	1.9364916731037085	0.8	0.8393455956805025	4.8669344111683355	2.0	0.8	0.8712683625955694	5.026548245743669	rod-shaped	['1.5', ' 2.5']	['0.8', ' 0.8']	['bacdive']	Acetobacter ghanensis	Acetobacter	Acetobacteraceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria
431489	1.5	0.6	0.3675663404700058	2.827433388230814	1.5	0.6	0.3675663404700058	2.827433388230814	rod-shaped	['1.5', ' 1.5']	['0.6', ' 0.6']	['bacdive']	Demequina lutea	Demequina	Demequinaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria
431596	2.75	0.65	0.8406378342230688	5.615596868291755	2.75	0.65	0.8406378342230688	5.615596868291755	rod-shaped	['2.75', ' 2.75']	['0.65', ' 0.65']	['bacdive']	Paenibacillus ginsengihumi	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
431675	1.5	0.3	0.09896016858807842	1.413716694115407	1.5	0.3	0.0989601685880784	1.413716694115407	rod-shaped	['1.5', ' 1.5']	['0.3', ' 0.3']	['bacdive']	Pseudidiomarina sediminum	Pseudidiomarina	Idiomarinaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria
432303	2.7	0.4	0.3225368457685521	3.392920065876977	2.7	0.4	0.3225368457685521	3.392920065876977	rod-shaped	['2.7', ' 2.7']	['0.4', ' 0.4']	['bacdive']	Marinobacter guineae	Marinobacter	Marinobacteraceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
432329	2.0	1.75	3.4074826568233045	10.995574287564274	2.0	1.75	3.407482656823304	10.995574287564276	rod-shaped	['2.0', ' 2.0']	['1.75', ' 1.75']	['bacdive']	Deinococcus peraridilitoris	Deinococcus	Deinococcaceae	Deinococcales	Deinococci	Deinococcus-Thermus	Bacteria
432607	4.3	0.75	1.789235190989812	10.131636307827083	4.3	0.75	1.789235190989812	10.131636307827083	rod-shaped	['4.3', ' 4.3']	['0.75', ' 0.75']	['bacdive']	Bacillus isabeliae	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
432608	0.4898979485566356	0.1581138830084189	0.008584270781860201	0.2433467205584167	0.55	0.275	0.0272230457156771	0.4751658888554563	spherical	['0.3', ' 0.8']	['0.05', ' 0.5']	['bm4']	Candidatus Mycoplasma haemobos	Mycoplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes	Bacteria
433279	1.7291616465790582	0.4898979485566356	0.2951580956218353	2.6612831713708567	1.7999999999999998	0.5	0.320704250053958	2.8274333882308134	rod-shaped	['1.3', ' 2.3']	['0.4', ' 0.6']	['bacdive']	Falcatimonas natans	Falcatimonas	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
433286	10.677078252031313	0.8	5.232843609188424	26.834424478707934	10.75	0.8	5.26949807762128	27.01769682087222	rod-shaped	['9.5', ' 12.0']	['0.8', ' 0.8']	['bacdive']	Anaerocolumna cellulosilytica	Anaerocolumna	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
433287	4.472135954999579	0.7	1.6312824190898692	9.834740623457016	5.25	0.7	1.930639585324827	11.54535300194249	rod-shaped	['2.5', ' 8.0']	['0.7', ' 0.7']	['bacdive']	Anaerotignum aminivorans	Anaerotignum	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
433293	7.58946638440411	0.447213595499958	1.168734542792063	10.662919051580081	7.7	0.45	1.2007756170642738	10.885618544688633	rod-shaped	['6.4', ' 9.0']	['0.4', ' 0.5']	['bacdive']	Anaerotaenia torta	Anaerotaenia	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
433296	4.898979485566356	0.8366600265340756	2.540028685420065	12.876698099213993	5.5	0.85	2.960198402768457	14.686945655532282	rod-shaped	['3.0', ' 8.0']	['0.7', ' 1.0']	['bacdive']	Aminipila butyrica	Aminipila	Eubacteriales Family XIII. Incertae Sedis	Eubacteriales	Clostridia	Firmicutes	Bacteria
433606	1.5	0.6	0.3675663404700058	2.827433388230814	1.5	0.6	0.3675663404700058	2.827433388230814	rod-shaped	['1.5', ' 1.5']	['0.6', ' 0.6']	['bacdive']	Sphingomonas polyaromaticivorans	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria
433641	1.0907941698153307	0.7549834435270749	0.3720402567324048	2.5872006313713176	1.1	0.7749999999999999	0.4048563907696472	2.678207737185299	rods	['1.1', ' 1.1', '0.9', ' 1.3']	['0.95', ' 0.95', '0.6', ' 0.6']	['bacdive', 'bm5']	Pseudolysinimonas kribbensis	Pseudolysinimonas	Microbacteriaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria
433645	0.6324555320336759	0.4898979485566356	0.08843386326566839	0.9733868822336668	0.65	0.5	0.0949022780771916	1.0210176124166828	rod-shaped	['0.5', ' 0.8']	['0.4', ' 0.6']	['bacdive']	Microbacterium kribbense	Microbacterium	Microbacteriaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria
433647	1.2	0.45	0.1669952844923824	1.6964600329384882	1.2	0.45	0.1669952844923824	1.6964600329384882	rod-shaped	['1.2', ' 1.2']	['0.45', ' 0.45']	['bacdive']	Cryobacterium mesophilum	Cryobacterium	Microbacteriaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria
433648	1.1224972160321824	0.4898979485566356	0.1808045445298172	1.7275903365350889	1.15	0.55	0.2296635129468038	1.987057353395544	rod-shaped	['0.9', ' 1.4']	['0.3', ' 0.8']	['bacdive']	Nocardioides sediminis	Nocardioides	Nocardioidaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria
433649	0.3872983346207417	0.3872983346207417	0.030418340069802003	0.471238898038469	0.4	0.4	0.0335103216382911	0.5026548245743669	coccus	['0.3', ' 0.5']	['0.3', ' 0.5']	['bm5']	Marmoricola bigeumensis	Marmoricola	Nocardioidaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria
433651	1.6	0.3741657386773941	0.1622152980160662	1.88076213736624	2.0	0.4499999999999999	0.294229786962769	2.8274333882308134	rod-shaped	['0.8', ' 3.2']	['0.2', ' 0.7']	['bacdive']	Nocardioides koreensis	Nocardioides	Nocardioidaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria
433652	4.0	0.565685424949238	0.957918897808378	7.108612701053386	4.0	0.6000000000000001	1.0744246875277097	7.539822368615504	rods	['4.0', ' 4.0']	['0.4', ' 0.8']	['bm5']	Nocardioides dilutus	Nocardioides	Nocardioidaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria
433654	4.0	0.3872983346207417	0.4560297280035679	4.8669344111683355	4.0	0.4	0.4858996637552213	5.026548245743669	rods	['4.0', ' 4.0']	['0.3', ' 0.5']	['bm5']	Nocardioides tritolerans	Nocardioides	Nocardioidaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria
433657	1.7888543819998317	0.4898979485566356	0.3064099111660701	2.7531538605818278	2.4	0.55	0.5266421934814641	4.146902302738528	ovoid-shaped	['0.8', ' 4.0']	['0.3', ' 0.8']	['bacdive']	Nocardioides bigeumensis	Nocardioides	Nocardioidaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria
433659	1.1224972160321824	0.4898979485566356	0.1808045445298172	1.7275903365350889	1.15	0.55	0.2296635129468038	1.987057353395544	rod-shaped	['0.9', ' 1.4']	['0.3', ' 0.8']	['bacdive']	Nocardioides mesophilus	Nocardioides	Nocardioidaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria
433660	3.4	0.7348469228349535	1.338104491754604	7.849204960590608	3.4	0.75	1.3916273707698537	8.011061266653972	rods	['3.4', ' 3.4']	['0.6', ' 0.9']	['bm5']	Nocardioides halotolerans	Nocardioides	Nocardioidaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria
