ID	designation	strain	type_strain	species	shape	reference	taxid	length	width	volume	surface
133633	C115	RC92-7, CCTCC AB 209298, LMG 25540, MCCC 1A01260	1	Nitratireductor indicus	rod-shaped	29861	1231190	3.0	1.3	3.4067954334303314	12.252211349000193
11872		DSM 19185, JCM 14851, KACC 11904, Ky 101	1	Nitratireductor kimnyeongensis	rod-shaped	32588	1231184	1.95	0.45	0.2862776305583699	2.7567475535250434
10424	MI55-1	DSM 16512, JCM 12459	1	Nitratiruptor tergarcus	rod-shaped	31405	1069081	2.5	0.8	1.1225957748827529	6.283185307179586
17693	ANL-iso2, UNIQEM U239	DSM 45188, NBRC 105792, NCCB 100119	1	Nitriliruptor alkaliphilus	rod-shaped	28940	1069448	2.25	0.4	0.26598817800393587	2.827433388230814
141100	ZV-19	DSM 29817, NCAIM B.02612, NCAIM B 02612	1	Nitrincola alkalilacustris	rod-shaped	44009	1571224	1.6431676725154984	0.6324555320336759	0.4499857604204522	3.2648388556215924
140898	MEB087	KCTC 42948, JCM 19317	1	Nitrincola alkalisediminis	rod-shaped	43735		1.7549928774784245	0.9049861877399014	0.9348421059679053	4.989616668025303
11284	4CA	DSM 16316, ATCC BAA 920	1	Nitrincola lacisaponensis	rod-shaped	31482	267850	1.4	0.5	0.2421644337142132	2.199114857512855
141101	R4-8	DSM 100788, NCAIM B.02626	1	Nitrincola schmidtii	rod-shaped	44009	1730894	1.5874507866387544	0.5477225575051661	0.3310162506213825	2.731560163573842
24722	LW7	DSM 46695, CCUG 57665, JCM 15946, NCCB 100279	1	Nitritalea halalkaliphila	rod-shaped	29759	1189621	2.449489742783178	0.7483314773547882	0.9676307326562682	5.758634455116962
159828	MY1	JCM 31640, KCTC 4249	1	Nitrosarchaeum koreense	rod-shaped	66656	1001994	0.7745966692414834	0.3872983346207417	0.07604585017450523	0.942477796076938
141102		ATCC TSD-97, NCIMB 15022, SCM 1	1	Nitrosopumilus maritimus	rod-shaped	44010		0.6708203932499369	0.19339079605813717	0.01781105857924525	0.4075603538990684
140139		DSM 106739, JCM 18716, KACC 17062, MIC 2059	1	Niveibacterium umoris	rod-shaped	43805	1193620	2.116601048851672	0.34641016151377546	0.18860215298418062	2.303453782046785
158605	41640	CGMCC 1.12980, LMG 28363	1	Niveispirillum lacus	rod-shaped	65325		1.624807680927192	0.848528137423857	0.7588633115277833	4.331298194028051
10786		DSM 44729, IFM 0575, JCM 12118, NBRC 100135	1	Nocardia araoensis	rod-shaped	31219	1206722	1.35	0.4	0.1528908424747033	1.6964600329384885
10825		DSM 45353, ACM 5287, JCM 18298, CAP 290	1	Nocardia callitridis	ovoid-shaped	29582	648753	0.8	0.7	0.21807889003669143	1.7592918860102842
10799		DSM 44804, CIP 108975, IFM 0354, JCM 12351, NBRC 100430, CCUG 52242	1	Nocardia concava		31312	257281	2.25	2.25	5.964117303299373	15.904312808798327
10806		DSM 44883, IFM 0803, JCM 12667, NBRC 100660	1	Nocardia exalbida	rod-shaped	31583	290231	1.1661903789690602	0.5656854249492381	0.24570485884014787	2.072498934946431
10778		DSM 44732, CIP 108597, IFM 10084, JCM 12121, NBRC 100133	1	Nocardia higoensis	rod-shaped	31216	1206730	1.5	0.7	0.4874704600820161	3.2986722862692828
10787		DSM 44730, IFM 0784, JCM 12119, NBRC 100136	1	Nocardia pneumoniae	rod-shaped	31219	228601	0.4	0.33	0.02480365939825482	0.41469023027385277
10777		DSM 44733, CIP 108598, IFM 10311, JCM 12122, NBRC 100134	1	Nocardia shimofusensis	rod-shaped	31216	228596	1.35	0.6	0.3251548396465436	2.5446900494077327
10814		DSM 44935, DSM 44897, IFM 0706, JCM 13033, NBRC 100888	1	Nocardia terpenica	rod-shaped	31946	455432	1.0	0.35	0.08498662626429887	1.0995574287564276
134096	JC2056	IMSNU 14029, KCTC 9921, JCM 12125	1	Nocardioides aestuarii	rod-shaped	31276	252231	1.5	0.35	0.13309226377239256	1.6493361431346414
11140	MSL-28	DSM 19323, KCTC 19276	1	Nocardioides agariphilus	ovoid-shaped	32484	433664	1.97484176581315	0.31622776601683794	0.14682488603219207	1.9619239833451374
140784	djl-8	KCTC 39844, CCTCC AB 2017058	1	Nocardioides agrisoli	rod-shaped	43562		1.0816653826391969	0.4898979485566356	0.17310792526061686	1.6647477033550435
23165	CD40127	DSM 25218, CECT 8014	1	Nocardioides albertanoniae	rod-shaped	30766	1175486	1.3	0.7	0.41050144006906625	2.858849314766712
141143	THG-S11.7	KCTC 39607, CCTCC AB 2015297	1	Nocardioides albidus	coccus-shaped	44062		1.0954451150103321	1.0954451150103321	0.6882884651454569	3.7699111843077513
11116	KSL-1	DSM 16699, KCTC 19037	1	Nocardioides alkalitolerans	rod-shaped	31349	281714	1.75	0.9	0.922450142910303	4.948008429403924
11153	Cr7-14	DSM 23325, CGMCC 1.10697, LMG 26053	1	Nocardioides alpinus	rod-shaped	30220	748909	2.1213203435596424	0.4472135954999579	0.30980017125840836	2.98037647973883
11118		DSM 17295, CIP 108375, GW-9, JCM 11813, KCCM 41647	1	Nocardioides aquiterrae	rod-shaped	29907	203799	1.8439088914585775	0.8944271909999159	0.9712337326312805	5.181247337366076
11141		DSM 19320, KCTC 19290, MSL 19	1	Nocardioides bigeumensis	ovoid-shaped	32484	433657	1.7888543819998317	0.4898979485566356	0.3064099111660701	2.7531538605818278
11145	MN8	DSM 23134, CCUG 57506, KCTC 19600, JCM 19119	1	Nocardioides caeni	rod-shaped	29281	574700	1.6	0.5	0.2814343418840856	2.5132741228718345
11150	YC6903	DSM 22177, KACC 13778	1	Nocardioides caricicola	ovoid-shaped	29743	634770	3.5	0.5	0.6544984694978736	5.497787143782138
133079	YIM A1136	DSM 29950, KCTC 39551	1	Nocardioides cavernae	rod-shaped	25227	1921566	3.4641016151377544	0.31622776601683794	0.2637910810803026	3.441442325727286
134068	HWE 2-02	KCTC 29121, JCM 18531	1	Nocardioides conyzicola	rod-shaped	31166	1651781	0.45	0.41	0.04136796846369479	0.5796238445873167
159744	IB-3	KACC 19522, JCM 32672	1	Nocardioides currus	rod-shaped	66662	2133958	1.1958260743101399	0.5916079783099616	0.2745109485885634	2.2225519122722925
11148	MDN22	DSM 23819, CCUG 57505, KCTC 19601	1	Nocardioides daedukensis	rod-shaped	29539	634462	1.9	0.6	0.4806636759992383	3.581415625092364
133929	2C1-5	JCM 17460, KCTC 19799	1	Nocardioides daeguensis	rod-shaped	30899	908359	0.95	0.6	0.21205750411731106	1.790707812546182
11155	MJ31	DSM 25320, JCM 16922, KCTC 19772	1	Nocardioides daejeonensis	rod-shaped	30315	1046556	1.2649110640673518	0.6324555320336759	0.3311529421932034	2.513274122871835
11131	D287	DSM 18664, CCM 7403	1	Nocardioides daphniae	rod-shaped	32319	402297	1.7	0.9	0.8906415172927064	4.806636759992383
11143	FR1436	DSM 22004, JCM 14815, KCTC 19309	1	Nocardioides dokdonensis	rod-shaped	32644	450734	1.469693845669907	0.7348469228349535	0.519432681215555	3.392920065876977
134067	MWE 3-5	KCTC 29122, JCM 18532	1	Nocardioides endophyticus	rod-shaped	31166	1353775	1.05	0.35	0.08979719001510823	1.154535300194249
133240		Y4, CGMCC 1.12791, MCCC 1A09944, LMG 28100, JCM 19770	1	Nocardioides flavus	rod-shaped	25087	1537382	1.42828568570857	0.5477225575051661	0.29351385723712164	2.457681406013946
134367	NAA-13	LMG 24213, BCRC 16874	1	Nocardioides fonticola	rod-shaped	32628	450363	4.242640687119285	0.8	1.9985425237628511	10.662919051580078
11121	SBS-26	DSM 18445, JCM 13813, NRRL B-24465	1	Nocardioides furvisabuli	rod-shaped	31829	375542	0.9	0.45	0.11928234606598748	1.2723450247038663
11115	JC2055	DSM 16411, IMSNU 14028, JCM 12124, KCTC 9920	1	Nocardioides ganghwensis	rod-shaped	30185	252230	2.7	0.45	0.4055599766243574	3.817035074111599
132516	SYP-A7303	DSM 100492, KCTC 39594	1	Nocardioides ginkgobilobae	rod-shaped	43657	1630595	2.1023796041628637	0.7	0.7192932991230376	4.623374223646549
11154	BX5-10, Gsoil BX5-10	DSM 21362, KCTC 19467	1	Nocardioides ginsengagri	rod-shaped	30253	661493	2.0493901531919194	0.529150262212918	0.4118956933561811	3.406854087817833
11119		DSM 17921, CCUG 52478, KCTC 19135, Gsoil 1124	1	Nocardioides ginsengisoli	rod-shaped	29274	363868	1.0	0.3	0.06361725123519331	0.9424777960769379
11133	DS-30	DSM 21479, CCUG 54522, KCTC 19246	1	Nocardioides hankookensis	rod-shaped	32290	443157	5.75	0.6	1.569225530468102	10.838494654884787
158314	78	DSM 106424, CGMCC 4.7461	1	Nocardioides houyundeii	rod-shaped	66779	35761	1.5811388300841898	0.848528137423857	0.7341691581479479	4.214888838624436
11146		DSM 23133, KCTC 19265, LMG 24128, DCY 24	1	Nocardioides humi	rod-shaped	29218	449461	0.9	0.4	0.09634217471008699	1.1309733552923256
11151	1RaM5-12, RaM5-12	DSM 21673, JCM 19558, NCAIM 02330	1	Nocardioides hungaricus	rod-shaped	29860	520089	1.25	0.5	0.2127120025868089	1.9634954084936207
11132	HFW-21	DSM 18584, KCTC 19197	1	Nocardioides hwasunensis	rod-shaped	32129	397258	1.35	0.55	0.27718010183234953	2.332632545290422
141103	FLL521	KCTC 39931, CCTCC AB 2017083	1	Nocardioides immobilis	rod-shaped	44011		1.3416407864998738	0.5916079783099616	0.314593861091114	2.4935618646198243
11120	DS-51	DSM 17944, CIP 109626, KCTC 19180	1	Nocardioides insulae	rod-shaped	31895	394734	3.65	0.8	1.7006488231432746	9.173450548482194
133130		YIM DR1091, JCM 30632, CGMCC 4.7251	1	Nocardioides intraradicalis	rod-shaped	24891	1817596	1.0	0.4898979485566356	0.15771436329150285	1.5390597961942367
140785		KCTC 39886, DSM 104480, BGMRC 2075	1	Nocardioides kandeliae	rod-shaped	43563	1972704	1.5748015748023623	0.458257569495584	0.23454368981755205	2.267176652157334
11124	A2-4	DSM 19082, CIP 109335, JCM 12609, KCTC 19054	1	Nocardioides kongjuensis	ovoid-shaped	31722	349522	1.5491933384829668	0.529150262212918	0.30189666866547493	2.575339619842798
11142	MSL-09	DSM 19266, KCTC 19272	1	Nocardioides koreensis	rod-shaped	32484	433651	1.6	0.3741657386773941	0.16221529801606627	1.8807621373662393
11113	KSL-2	DSM 16314, KCTC 19038	1	Nocardioides kribbensis	rod-shaped	31469	305517	1.75	0.9	0.922450142910303	4.948008429403924
11114	KSL-17	DSM 16315, KCTC 19039	1	Nocardioides lentus	ovoid-shaped	31662	338077	2.1213203435596424	0.529150262212918	0.4277139683903199	3.5264290075616986
11157	D94-1	DSM 24663, CGMCC 4.6858	1	Nocardioides lianchengensis	rod-shaped	30466	1045774	1.8	0.4	0.20943951023931953	2.2619467105846507
140309	002-2	DSM 103718, KCTC 39838	0	Nocardioides litoris	rod-shaped	43283	1926648	1.9493588689617927	0.4472135954999579	0.2827885259935547	2.738776979753538
140786	x-2	KCTC 39845, CCTCC AB 2016255	1	Nocardioides litorisoli	rod-shaped	43564		1.624807680927192	0.4472135954999579	0.23180814459138768	2.2827945864170918
11125	SBS-12	DSM 18965, JBRI 2003, KCCM 42681	1	Nocardioides marinisabuli	rod-shaped	32206	419476	1.75	0.7	0.5836817350982035	3.8484510006474966
133952	CL-GY44	KCCM 90109, JCM 18459	1	Nocardioides marinquilinus	rod-shaped	30934	1210400	1.8	0.65	0.525398646389418	3.6756634047000576
11126	CL-DD14	DSM 18248, CIP 109596, KCCM 42321	1	Nocardioides marinus	rod-shaped	31917	374514	1.3416407864998738	0.4898979485566356	0.2221121343935814	2.0648653954363714
11149	MSL-22	DSM 19432, KCTC 19310, MSL 22	1	Nocardioides mesophilus	rod-shaped	29703	433659	1.1224972160321824	0.4898979485566356	0.18080454452981723	1.7275903365350889
11112		DSM 16090, NCIMB 14004, BAS 3	1	Nocardioides oleivorans	rod-shaped	31420	273676	1.1	0.3	0.07068583470577035	1.0367255756846319
11122		DSM 18660, KCTC 19187, Gsoil 616	1	Nocardioides panacihumi	rod-shaped	32010	400774	0.916515138991168	0.3872983346207417	0.09276522599854202	1.1151547670782112
11147		DSM 21348, KCTC 19470, Gsoil 346	1	Nocardioides panacisoli	rod-shaped	29416	627624	1.0	0.3	0.06361725123519331	0.9424777960769379
158822	THG-T63	KACC 19192, CGMCC 4.7388	1	Nocardioides pelophilus	rod-shaped	65586		0.8944271909999159	0.4898979485566356	0.13781435762109268	1.376576930290914
23164	I10A-0142	DSM 24552, CPCC 203382, KCTC 29022	1	Nocardioides perillae	rod-shaped	30810	1119534	1.65	0.75	0.6185010536754905	3.8877209088173688
24251	RHLT2-1	DSM 27452, CGMCC 1.11156, NBRC 108563	1	Nocardioides psychrotolerans	rod-shaped	30526	1005945	1.26	0.82	0.5210603687341981	3.2458935296889737
140849	GY0594	MCCC 1A10561, KCTC 39638	1	Nocardioides rotundus	coccus-shaped	43658		0.7937253933193772	0.7937253933193772	0.26182399578508153	1.9792033717615696
11135	CL-Z59	DSM 18239, KCCM 42320	1	Nocardioides salarius	rod-shaped	32486	374513	0.9797958971132712	0.4242640687119285	0.11852240843576867	1.305935542248637
11136	J112	DSM 22259, JCM 14945, KCTC 19365	0	Nocardioides salarius	rod-shaped	32618	374513	1.6	0.85	0.7471427278552976	4.2725660088821185
11144		DSM 19263, JCM 19559, KCTC 19271, MSL 01	1	Nocardioides sediminis	rod-shaped	28939	433648	1.1224972160321824	0.4898979485566356	0.18080454452981723	1.7275903365350889
140344		DSM 100390, KCTC 39565, NBRC 110251, BGMRC 0092	1	Nocardioides sonneratiae	rod-shaped	43845	1962348	1.161895003862225	0.34641016151377546	0.09862322806588221	1.2644666515873306
24250	RHLT1-17	DSM 27403, CGMCC 1.11147, NBRC 108562	1	Nocardioides szechwanensis	rod-shaped	30526	1005944	1.31	0.8	0.5244365336392562	3.292389100962103
24248	VA15	DSM 28109, CGMCC 1.7056, JCM 16799, NBRC 104259	1	Nocardioides terrae	rod-shaped	29316	574651	0.65	0.3	0.03887720908817369	0.6126105674500096
11130	DS-17	DSM 21550, JCM 14582, KCTC 19217	1	Nocardioides terrigena	rod-shaped	32177	424797	1.35	0.55	0.27718010183234953	2.332632545290422
140673	NCCP-696	CCTCC AB 2016296, DSM 103833, YIM 73001	1	Nocardioides thalensis	rod-shaped	43437	1914755	1.8973665961010275	0.34641016151377546	0.1679397925989245	2.0648653954363714
132482	JM-601	DSM 101604, CCM 8654, CIP 110980	1	Nocardioides zeicaulis	rod-shaped	43685	1776857	3.872983346207417	1.161895003862225	3.6958283184809537	14.13716694115407
11236		DSM 45168, KCTC 19473, JSM 073097	1	Nocardiopsis litoralis	rod-shaped	29257	516701	1.65	0.6	0.4099778412934679	3.110176727053895
11217		DSM 44839, CCTCC AA 204009, KCTC 19003, YIM 90010	1	Nocardiopsis salina	rod-shaped	31248	1246485	0.9797958971132712	0.4898979485566356	0.15390597961942368	1.5079644737231006
133117	OITF-31	KCTC 52502, NBRC 112459	1	Nonlabens aestuariivivens	rod-shaped	25300	1924271	2.23606797749979	0.28284271247461906	0.13457245070327006	1.9869176531592205
5723	DSW-6	DSM 17205, KCTC 12402	1	Nonlabens dokdonensis	rod-shaped	31581	592029	5.477225575051661	0.4898979485566356	1.0016515017943008	8.42977767724887
134174	CKA-5	NBRC 100970, LMG 23247	1	Nonlabens sediminis	rod-shaped	31687	319236	3.872983346207417	0.5916079783099616	1.010432990154549	7.198293068896204
5724	SW256	DSM 16809, NCIMB 14027	1	Nonlabens xylanidelens	rod-shaped	31634	191564	4.06201920231798	0.5477225575051661	0.9140726972841217	6.989602405387042
16556	NEAU-Z6	DSM 45729, CGMCC 4.7037	1	Nonomuraea solani		30837	1144553	1.43	0.81	0.5977476926058763	3.638906770653058
140696	XMTR2A4	MCCC 1A01882, KCTC 52427	1	Notoacmeibacter marinus	rod-shaped	43465		7.0	2.0	19.896753472735355	43.982297150257104
11370	SUEMI08	DSM 24251, CECT 7839, LMG 26150	1	Noviherbaspirillum aurantiacum	rod-shaped	30231	1064517	1.8	0.95	1.051419066324859	5.372123437638546
140483		JCM 17723, DSM 25787, TSA 66	1	Noviherbaspirillum autotrophicum	rod-shaped	43245	709839	1.7549928774784245	0.4898979485566356	0.30002716793543305	2.7010389803342805
11371	SUEMI03	DSM 24250, CECT 7838, LMG 26151	1	Noviherbaspirillum canariense	rod-shaped	30231	1064516	1.75	1.2	1.5268140296446395	6.5973445725385655
140482		JCM 17722, ATCC TSD-69, TSA 40	1	Noviherbaspirillum denitrificans	rod-shaped	43245	1968433	1.7549928774784245	0.4898979485566356	0.30002716793543305	2.7010389803342805
133958	CC-AFH3	BCRC 80516, JCM 18414	1	Noviherbaspirillum malthae	rod-shaped	30949	1260987	1.5	1.1	1.0770426814057008	5.1836278784231595
24271	PB1	DSM 26001, LMG 27282	1	Noviherbaspirillum psychrotolerans	rod-shaped	30892	1125875	4.0	1.0	2.8797932657906435	12.566370614359172
11372	SUEMI10	DSM 24276, CECT 7840, LMG 26149	1	Noviherbaspirillum soli	rod-shaped	30231	1064518	1.9	1.2	1.6964600329384885	7.162831250184728
14164	FSW 06-204d	DSM 19966, CCM 7496, CCUG 55538	1	Novosphingobium acidiphilum	rod-shaped	32654	505248	1.4	0.58	0.3188109168813945	2.550973234714912
23268	FNE08-86	DSM 25088, CCM 7983	1	Novosphingobium aquaticum	rod-shaped	30951	1117703	2.0	0.9	1.0814932709982865	5.654866776461628
159855	Jyi-02	BCRC 80537, KCTC 32422	1	Novosphingobium arvoryzae	rod-shaped	66557	1256514	1.224744871391589	0.3872983346207417	0.12907768585830864	1.490188239869415
23265	LL02	DSM 25411, CCM 7980	1	Novosphingobium barchaimii	rod-shaped	30604	1114963	1.0	1.0	0.5235987755982988	3.141592653589793
133280		STM-24, BCRC 80925, LMG 29291, KCTC 42984	1	Novosphingobium bradum	rod-shaped	25119	1737444	1.2649110640673518	0.6324555320336759	0.3311529421932034	2.513274122871835
141008	164	CICC 11035s, DSM 103351	1	Novosphingobium clariflavum	rod-shaped	43903		1.0954451150103324	0.5477225575051661	0.21509014535795534	1.8849555921538759
140931	Teta.03	LMG 27385, KCTC 32255	1	Novosphingobium colocasiae	rod-shaped	43808		0.8944271909999159	0.3872983346207417	0.09016305093070985	1.0882796185405308
140632	UCM-28	KACC 18571, NBRC 111647	1	Novosphingobium flavum	rod-shaped	43164	1778672	1.224744871391589	0.5916079783099616	0.28246041812896516	2.276300136311535
140948	STM-14	LMG 29290, KCTC 42983	1	Novosphingobium fontis	rod-shaped	43841		1.7320508075688772	0.6324555320336759	0.47790922083162457	3.441442325727286
23266	FNE08-7	DSM 25065, CCM 7978, CCUG 61508	1	Novosphingobium fuchskuhlense	rod-shaped	30724	1117702	1.7	0.8	0.7204719152232592	4.2725660088821185
133078	SA925	DSM 32207, GDMCC 1.1110	1	Novosphingobium guangzhouense	rod-shaped	25198	1850347	2.0	0.8	0.8712683625955694	5.026548245743669
14165	H25	DSM 23608, CGMCC 1.6784, LMG 24713, MCCC 1A01080	1	Novosphingobium indicum	rod-shaped	28970	462949	1.25	0.65	0.34289174816993595	2.552544031041707
140737	Tese-5	BCRC 80904, LMG 28838, KCTC 42656	1	Novosphingobium ipomoeae	rod-shaped	43516		1.140175425099138	0.28284271247461906	0.06571549086835696	1.0131331885360846
14153	MT1	DSM 13663, CCUG 45847, CIP 108698	1	Novosphingobium lentum	rod-shaped	31354	1219033	1.05	0.4	0.11519173063162577	1.3194689145077132
23267		DSM 25409, CCM 7976, LE 124	0	Novosphingobium lindaniclasticum	rod-shaped	30828	1096930	1.3	0.7	0.41050144006906625	2.858849314766712
133226		THG-DN6.20, KACC 18541, CCTCC AB 2015354	1	Novosphingobium lotistagni	rod-shaped	25028	1736684	1.944222209522358	0.6928203230275509	0.6458921357625441	4.231714809074038
158720	KSS165-70	CIP 111490, CCM 8814, DSM 106122	1	Novosphingobium lubricantis	rod-shaped	65465		2.0	1.5	2.650718801466388	9.42477796076938
14162	SM117	DSM 23374, CCM 7473, MTCC 9020	1	Novosphingobium mathurense	rod-shaped	32592	428990	1.4	0.8	0.5696754678509491	3.518583772020568
140811	D39	KEMB 9005-346, KACC 18593, JCM 31158	1	Novosphingobium naphthae	rod-shaped	43599		1.571623364550171	0.37080992435478316	0.1563749402715901	1.8308370748703917
141144	ZYY112	ACCC 06131, JCM 30537, DSM 29082	1	Novosphingobium oryzae	rod-shaped	44064		1.0	0.7	0.2950479100496413	2.199114857512855
14163	SM16	DSM 22890, CCM 7472, MTCC 9019	1	Novosphingobium panipatense	rod-shaped	32592	428991	1.5	0.6	0.3675663404700058	2.827433388230814
14152	US6-1	CCUG 56449, CIP 108548, DSM 17173, JCM 12182, KCTC 10454	1	Novosphingobium pentaromativorans	rod-shaped	30105	1088721	1.3753181450122731	0.40249223594996214	0.15791762012270263	1.7390439296909679
140899	SLH-16	BCRC 80888, LMG 28418, KCTC 42194	1	Novosphingobium piscinae	rod-shaped	43736		1.2649110640673518	0.3872983346207417	0.1338096539520405	1.5390597961942372
14166	CC-TPE-1	DSM 22821, CCM 7706, CCUG 58493	1	Novosphingobium soli	rod-shaped	29836	574956	1.6	0.8	0.6702064327658227	4.0212385965949355
14155		DSM 17507, AS 1.3432, JCM 12465, CCUG 56308	1	Novosphingobium taihuense	rod-shaped	31399	260085	2.9	0.45	0.437368602241954	4.09977841293468
134324	TDMA-5	NBRC 102579, CCUG 54348	1	Nubsella zeaxanthinifaciens	rod-shaped	32436	392412	3.0	0.25	0.14317154020265985	2.356194490192345
132351	277	DSM 25168, LMG 26948	1	Occallatibacter riparius	rod-shaped	44065	1002689	1.4142135623730951	0.648074069840786	0.3952432427188436	2.8793172275584817
132353	A2-1c	DSM 25170, LMG 26946	1	Occallatibacter savannae	rod-shaped	44065	1002691	1.5811388300841898	0.5916079783099616	0.3804293243400553	2.9386908396347495
133449	P24	CCTCC AB 208226, LMG 24626, MCCC 1A02083	1	Oceanibaculum indicum	rod-shaped	29028	1207063	2.4	1.05	1.7750980240486576	7.916813487046278
158573	L54-1-50	KCTC 52312, MCCC 1A05150	1	Oceanibaculum nanhaiense	rod-shaped	65276		1.9364916731037085	0.8944271909999159	1.029405209964331	5.441398092702653
14022	LMC2up-L3	DSM 22161, CCTCC AB 209059, LMG 24859, MCCC 1A02656	1	Oceanibaculum pacificum	rod-shaped	29379	580166	1.9	0.6	0.4806636759992383	3.581415625092364
133775	GISW-4	LMG 25723, BCRC 80207	1	Oceanicaulis stylophorae	rod-shaped	30468	763065	1.1	0.65	0.2931171395646227	2.2462387473167023
24525	CLW	DSM 24423, CGMCC 1.10808, LMG 26245, MCCC 1A06272	0	Oceanicella actignis	rod-shaped	30709	1189325	1.75	0.5	0.3108867730114899	2.748893571891069
13685		DSM 15982, HTCC 2516	1	Oceanicola granulosus	rod-shaped	30164	252302	1.6	0.75	0.5964117303299373	3.7699111843077517
159645	102-Na3	DSM 106032, JCM 32358, KCTC 62271	1	Oceanimonas marisflavi	rod-shaped	66661	2059724	1.284523257866513	0.6928203230275509	0.3971914901501972	2.7958409621548164
23862	NH-JN4	DSM 26274, CCTCC AB 2013103, JCM 18501, KCTC 15322	1	Oceanirhabdus sediminicola	rod-shaped	31069	1176697	4.6	0.85	2.4494932470192663	12.283627275536091
11295	L+SNo03319806	DSM 19503, LMG 24225	1	Oceaniserpentilla haliotis	rod-shaped	32608	450804	2.5099800796022267	0.34641016151377546	0.22567725317664708	2.731560163573842
140412	SY2	DSM 104770, KCTC 15593, KEMB 3001-381	1	Oceanispirochaeta sediminicola	helical-shaped	43495	1969108	27.386127875258307	0.14142135623730953	0.4294398102262178	12.167336027920838
132549		DSM 101867, CIP 110951, NCIMB 703044, AVG 2115	1	Oceanivirga salmonicida	rod-shaped	43971	1769291	0.6	0.4	0.058643062867009474	0.7539822368615503
1377	S-11	DSM 21910, CCUG 53534, CIP 109363, KCTC 13061	1	Oceanobacillus caeni	rod-shaped	23011	405946	2.0976176963403033	0.5477225575051661	0.45122149679310697	3.609415161690042
1375	T3944 D	DSM 18262, CIP 109536, KCTC 13626, LMG 23627	1	Oceanobacillus chironomi	rod-shaped	23009	381706	1.97484176581315	0.8944271909999159	1.0535012838684246	5.549159011183478
133918		KCTC 33035, CCUG 63270, CCUG 62987, KCTC 33036, CAU 1051	1	Oceanobacillus chungangensis	rod-shaped	30872	1229152	2.5	0.6	0.6503096792930871	4.71238898038469
132449	J8B	DSM 23996, IBRC-M 10444	1	Oceanobacillus halophilus	rod-shaped	43737	930130	1.7320508075688772	0.8485281374238571	0.8195078709127765	4.617179388582711
23737	A21	DSM 28042, JCM 17251, NCIMB 14685	1	Oceanobacillus indicireducens	rod-shaped	30373	1004261	6.5	2.15	20.996409076262207	43.90375733391736
1378	SSK2-2	DSM 23158, KCTC 13177, PCU 300, TISTR 1858	1	Oceanobacillus kapialis	rod-shaped	23012	481353	1.5491933384829668	0.4472135954999579	0.21993067145494763	2.1765592370810616
23736		DSM 27649, CCUG 56608, CHL-21, KCTC 13253	1	Oceanobacillus locisalsi	rod-shaped	29826	546107	2.280350850198276	0.7745966692414834	0.9529166615093133	5.549159011183479
133157		T9B, IBRC-M 10703, LMG 29250	1	Oceanobacillus longus	rod-shaped	24931	930120	8.94427190999916	1.0	6.763015343241577	28.099258924162907
1380	A1g	DSM 24772, CGMCC 1.7693, JCM 15776	1	Oceanobacillus neutriphilus	rod-shaped	23013	531815	1.9364916731037085	0.916515138991168	1.076018077002594	5.575773835391055
134115	R-2	JCM 12661, NCIMB 14022	1	Oceanobacillus oncorhynchi	rod-shaped	31406	545501	1.25	0.5	0.2127120025868089	1.9634954084936207
1374	20AG	DSM 16557, ATCC BAA 954, CIP 109235	1	Oceanobacillus oncorhynchi subsp. incaldanensis	rod-shaped	23031	272775	1.5491933384829668	0.6324555320336759	0.4204628526781928	3.078119592388474
133964	SA9	JCM 17252, NCIMB 14684, DSM 107338, BCRC 80661	1	Oceanobacillus polygoni	rod-shaped	30965	1235259	4.2	0.55	0.9542914934513749	7.257079029792424
1376	CL-MP28	DSM 18246, CIP 109535, KCCM 42318, KCTC 13625	1	Oceanobacillus profundus	rod-shaped	23010	372463	1.2649110640673518	0.28284271247461906	0.07355286220882434	1.1239703569665165
18136	OCT74	DSM 24906, JCM 15580, LMG 24865	1	Oceanotoga teriensis	rod-shaped	29655	515440	2.5	0.75	0.9940195505498954	5.890486225480862
1882	OgA9a	DSM 13338, NBRC 102586, CCUG 46362, CIP 107373, LMG 18954	1	Brucella grignonensis	rod-shaped	23335	94627	0.848528137423857	0.4	0.08987402969665521	1.0662919051580078
1887		CCUG 54940, DSM 17471, MTCC 4195, NBRC 102588	1	Brucella oryzae	rod-shaped	23337	335286	1.4	0.8	0.5696754678509491	3.518583772020568
1891		CCUG 55422, DSM 17490, CIP 109116, KCTC 22760, ADV 31	1	Brucella pseudintermedia	rod-shaped	23340	370111	1.5968719422671311	0.6982120021884471	0.5223020477564014	3.5027349273252484
1884	SCII24	DSM 13340, NBRC 102585, CCUG 47104, LMG 18957	1	Brucella tritici	rod-shaped	23335	94626	0.916515138991168	0.4898979485566356	0.14197783772962413	1.4105716030246795
12521		DSM 22474, JCM 16069, YIT 12061	1	Odoribacter laneus	rod-shaped	29508	742817	9.2	1.15	9.157775310137719	33.238050274980004
133086	SM 30	DSM 102969, NBRC 111955	1	Oharaeibacter diazotrophicus	rod-shaped	25228	1920512	1.7748239349298849	1.2409673645990857	1.6463508022761792	6.919353362105775
140604		JCM 30904, KCCM 43131, MEBiC 09124	1	Oleiagrimonas citrea	rod-shaped	43265	1665687	2.244994432064365	0.4898979485566356	0.3923902849835192	3.4551806730701777
