taxid	length	width	volume	surface	shape	species	genus	family	order	class	phylum	kingdom	rank	node	genome	gc	proteins	coding	rrnas	MILC	ENCprime
taxid332055	1.5	0.648074069840786	0.4235413771526075	3.0539771051907776	rod-shaped	Sphingobium indicum	Sphingobium	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G000091125	4424862.0	64.85	4152.0	88.84534704133145	3.0	-0.450938728861305	0.154614777580426
taxid332095	3.5	0.7	1.2571606602115153	7.6969020012949905	rod-shaped	Dethiosulfatibacter aminovorans	Dethiosulfatibacter			Tissierellia	Firmicutes	Bacteria	species	G900142005	4034121.0	40.0	3680.0	88.53750296532999	2.0	-0.3875580446324439	0.163730422903926
taxid332186	3.1622776601683795	0.7483314773547882	1.2811312325317568	7.4343651138547395	rod-shaped	Shewanella xiamenensis	Shewanella	Shewanellaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000712635	4672592.0	46.21	4068.0	86.85652417330681	0.0	-0.748295089032662	0.278741617440711
taxid332953	4.4721359549995805	0.4472135954999579	0.6790654240006035	6.2831853071795845	rod-shaped	Halovivax asiaticus	Halovivax	Natrialbaceae	Natrialbales	Halobacteria	Euryarchaeota	Archaea	species	G000337515	3238452.0	64.45	3215.0	85.79349022310659	1.0	-0.126995915449217	0.0564890274772426
taxid332999	2.3	0.65	0.6913140084071289	4.696681017116741	rod-shaped	Pedobacter suwonensis	Pedobacter	Sphingobacteriaceae	Sphingobacteriales	Sphingobacteriia	Bacteroidetes	Bacteria	species	G900111825	5803831.0	39.54	4936.0	86.24511981827177	0.0	-0.6604707724404449	0.254882210647355
taxid333140	2.0	0.5	0.3599741582238304	3.1415926535897927	rod-shaped	Roseivirga spongicola	Roseivirga	Roseivirgaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	species	G001592965	4481099.0	40.22	3991.0	91.27316758679063	1.0	-0.382284721997077	0.15556209802729
taxid334543	1.62	0.73	0.5761882512212285	3.715247472135289	ovoid-shaped	Psychrobacter arcticus	Psychrobacter	Moraxellaceae	Moraxellales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000012305	2650701.0	42.8	2199.0	81.49614007766247	4.0	-0.40533511514839293	0.16327294523309302
taxid334735	2.8	0.6	0.7351326809400115	5.277875658030852	rod-shaped	Sporosarcina koreensis	Sporosarcina	Planococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G000826145	2912426.0	54.01	2905.0	87.93730724832149	4.0	-0.836136279030607	0.29957414334401
taxid334771	1.224744871391589	1.224744871391589	0.9619123726213976	4.712388980384689	coccus-shaped	Ignisphaera aggregans	Ignisphaera	Desulfurococcaceae	Desulfurococcales	Thermoprotei	Crenarchaeota	Archaea	species	G000145985	1875953.0	35.69	1999.0	87.55805715814843	1.0	-0.054952976725225	0.023645311407447998
taxid335972	2.5	0.7	0.8723155601467657	5.497787143782138	rod-shaped	Vibrio litoralis	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000426765	3823881.0	41.93	3444.0	86.94739716011038	0.0	-0.670358208273872	0.251327374958121
taxid336261	2.449489742783178	0.5656854249492381	0.568233167137339	4.353118474162122	rod-shaped	Thermovirga lienii	Thermovirga	Synergistaceae	Synergistales	Synergistia	Synergistetes	Bacteria	species	N900	1500963.5	47.045	1592.0	93.46659762412256	1.5	-0.114157035529607	0.0490195017708383
taxid336989	1.7320508075688772	0.3872983346207417	0.18884325844144847	2.107444419312218	rod-shaped	Pontibacter roseus	Pontibacter	Hymenobacteraceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	species	G000373265	4581480.0	52.66	4003.0	86.89796746902746	1.0	-0.87019211577958	0.306890572733898
taxid337097	4.4721359549995805	0.2449489742783178	0.20689679244073625	3.4414423257272846	rod-shaped	Vulcanibacillus modesticaldus	Vulcanibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G001730235	2224341.0	33.61	2313.0	87.36619070547188	1.0	-0.391792376406885	0.168253145760959
taxid337702	1.5	0.85	0.6903977105498319	4.005530633326987	ovoid-shaped	Pseudodonghicola xiamenensis	Pseudodonghicola	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G000429365	4728486.0	63.58	4511.0	89.27134393545843	1.0	-0.41245433585795	0.152644595637444
taxid338188	2.598076211353316	0.8	1.1718942556954726	6.529677711243184	rod-shaped	Bacteroides finegoldii	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	species	G001915495	2992278.0	42.44	2426.0	92.07379795593859	0.0	-0.21457759881069102	0.0907030063593252
taxid338192	0.6708203932499369	0.1933907960581372	0.017811058579245254	0.4075603538990684	rod-shaped	Nitrosopumilus maritimus	Nitrosopumilus	Nitrosopumilaceae	Nitrosopumilales		Thaumarchaeota	Archaea	species	G000018465	1645259.0	34.17	1947.0	92.15315035505049	1.0	-0.124537501522911	0.0597961418552602
taxid339866	1.73	0.43	0.23041592438733854	2.337030775005447	rod-shaped	Thiomonas bhubaneswarensis	Thiomonas		Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	species	G001418255	3203428.0	65.09	3063.0	92.07055691590384	1.0	-0.22923031471080102	0.0938486142896291
taxid340071	0.7071067811865476	0.7071067811865476	0.18512012242326534	1.5707963267948968	spherical	Criblamydia sequanensis	Criblamydia	Criblamydiaceae	Parachlamydiales	Chlamydiia	Chlamydiae	Bacteria	species	G000750955	2969604.0	38.24	2442.0	90.10716580392535	1.0	-0.182620242515035	0.09257792690510301
taxid340095	2.449489742783178	0.34641016151377546	0.21997617324373028	2.665729762895019	rod-shaped	Thermodesulfovibrio thiophilus	Thermodesulfovibrio	Thermodesulfovibrionaceae	Thermodesulfovibrionales	Thermodesulfovibrionia	Nitrospirae	Bacteria	species	G000423865	1871474.0	34.43	1914.0	93.71094655870186	1.0	-0.0317597638113938	0.0141619620414414
taxid340467	3.0500000000000003	1.15	2.769837522915	11.019136232466195	rod-shaped	Desulfatirhabdium butyrativorans	Desulfatirhabdium	Desulfobacteraceae	Desulfobacterales	Deltaproteobacteria	Proteobacteria	Bacteria	species	G000429925	4481975.0	54.92	3895.0	87.44011289665829	1.0	-0.20166695622132	0.109996347183823
taxid340956	3.1622776601683795	0.7	1.127189872544914	6.954211786057272	rod-shaped	Maridesulfovibrio frigidus	Maridesulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Deltaproteobacteria	Proteobacteria	Bacteria	species	G000711735	4185035.0	42.75	3698.0	89.3572455188547	1.0	-0.288618645631032	0.129156972230333
taxid341036	2.449489742783178	1.0	1.6620253574436463	7.695298980971184	rod-shaped	Desulfallas arcticus	Desulfallas	Desulfallaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	species	G900113335	5215335.0	45.73	5096.0	85.92236165078562	0.0	-0.0732328680903733	0.0371324140773457
taxid341045	1.7888543819998317	0.5477225575051661	0.3784708547908524	3.078119592388473	rod-shaped	Herbaspirillum hiltneri	Herbaspirillum	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	species	G001267925	4965474.0	60.76	4442.0	88.40171149823763	2.0	-0.708464388990119	0.28619788972490506
taxid341694	0.8485281374238571	0.8	0.2924754755100386	2.132583810316016	coccus-shaped	Peptostreptococcus stomatis	Peptostreptococcus	Peptostreptococcaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	species	G000147675	1988044.0	36.66	1830.0	88.05061658595082	1.0	-0.707977352885772	0.237954293170239
taxid341722	1.224744871391589	0.7745966692414834	0.4554740632936304	2.98037647973883	rod-shaped	Agrococcus lahaulensis	Agrococcus	Microbacteriaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	species	G000425105	2677837.0	72.54	2619.0	92.35789930455064	1.0	-0.190207670087182	0.0590667826895892
taxid342955	1.6583123951777	0.6928203230275509	0.5381066750824162	3.6094151616900416	rod-shaped	Lacinutrix mariniflava	Lacinutrix	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	species	G001418015	3973985.0	31.78	3532.0	89.72011721231962	1.0	-0.23523680358529697	0.111954602162617
taxid343013	1.8	0.9	0.9542587685278998	5.089380098815465	rod-shaped	Acidovorax caeni	Acidovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	species	G001298675	4190928.0	65.5	3931.0	90.2208770945242	1.0	-0.45512840429475704	0.170833651458393
taxid343517	3.872983346207418	0.6324555320336759	1.150503014353443	7.695298980971184	rod-shaped	Paenibacillus barengoltzii	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G000403375	4781233.0	51.93	4320.0	87.58851534740097	4.0	-0.673332566991963	0.246890201280654
taxid344736	1.6613247725836149	0.812403840463596	0.7207956340957729	4.240102755479444	rod-shaped	Salipiger bermudensis	Salipiger	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G000153725	5482983.0	66.44	5070.0	89.1836615214747	4.0	-0.388863940033985	0.15073843369671303
taxid344881	1.7320508075688772	0.4242640687119285	0.22486994094990675	2.3085896942913555	rod-shaped	Flavobacterium soli	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	species	G000422705	4002854.0	36.09	3482.0	90.07373239193836	1.0	-0.5221339229587371	0.205095153652713
taxid344882	1.019803902718557	0.28284271247461906	0.0581523250601119	0.9061738719311184	rod-shaped	Pseudoxanthomonas dokdonensis	Pseudoxanthomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G001431405	3553658.0	64.48	3148.0	90.11376446467274	1.0	-0.342319411806674	0.123180497701999
taxid344884	1.4142135623730951	0.4898979485566356	0.2357917803656173	2.176559237081061	rod-shaped	Algoriphagus terrigena	Algoriphagus	Cyclobacteriaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	species	G000429445	5783376.0	47.83	4975.0	88.87411089993111	1.0	-0.6184334673498679	0.244322989738095
taxid346179	2.0	0.3499999999999999	0.18119790128048627	2.1991148575128547	rod-shaped	Herbaspirillum rhizosphaerae	Herbaspirillum	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	species	G001189965	5266109.0	60.12	4696.0	88.22739901509823	1.0	-0.830558258334257	0.313440697723604
taxid346181	3.464101615137755	0.4898979485566356	0.6221865752004336	5.33145952579004	rod-shaped	Lysobacter daejeonensis	Lysobacter	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000768355	3275062.0	67.28	2993.0	90.62750567775512	1.0	-0.36549076638801997	0.132445085536714
taxid346185	1.7	0.28	0.09893084705664497	1.4953981031087418	rod-shaped	Muricauda eckloniae	Muricauda	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	species	G001413955	4132279.0	37.85	3605.0	92.84213384430237	2.0	-0.228106539677757	0.106301457761513
taxid346188	2.083266665599966	0.4898979485566356	0.3619053192031567	3.2062719697765307	rod-shaped	Croceitalea dokdonensis	Croceitalea	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	species	G001306415	3883802.0	41.88	3442.0	90.7302946957646	2.0	-0.162130453660212	0.0765779463977424
taxid348818	1.0	0.7	0.2950479100496413	2.1991148575128547	rod-shaped	Streptacidiphilus oryzae	Streptacidiphilus	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Bacteria	species	G000744815	7806543.0	73.36	6853.0	87.80830388047565	8.0	-0.392366118186157	0.166201639716629
taxid349064	1.7549928774784245	0.5291502622129179	0.3471543510528956	2.9174555413064067	rod-shaped	Thalassotalea agarivorans	Thalassotalea	Colwelliaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G900111755	3306525.0	41.78	3015.0	90.78558305169322	0.0	-0.7060870079991999	0.27277932352030604
taxid349933	3.75	0.9	2.1947951676141697	10.602875205865553	rod-shaped	Clostridium hydrogeniformans	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	species	G000686705	4101506.0	29.37	3749.0	81.60317210312505	0.0	-0.45175492427236497	0.19794687828111301
taxid350894	1.9364916731037085	0.3	0.12981394684353234	1.8251004041881247	rod-shaped	Flavobacterium suncheonense	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	species	G000430025	2880663.0	40.54	2744.0	91.04726932654043	1.0	-0.734985078721643	0.27903299021991196
taxid351052	2.0	0.4	0.2345722514680379	2.5132741228718345	rod-shaped	Alkalilimnicola ehrlichii	Alkalilimnicola	Ectothiorhodospiraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000014785	3275944.0	67.53	2901.0	90.48542954336216	2.0	-0.125918291711613	0.0538941258401824
taxid351091	3.872983346207418	0.5	0.7277335782701586	6.083668013960417	rod-shaped	Oscillibacter valericigenes	Oscillibacter	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	species	G000283575	4470622.0	53.19	4379.0	83.98898408319916	3.0	-0.444400609396758	0.16867819976966597
taxid351095	4.58257569495584	0.5	0.8670617101371317	7.198293068896204	rod-shaped	Paucisalibacillus globulus	Paucisalibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G000482485	4238191.0	35.79	4197.0	84.55180523954678	0.0	-0.59606227200577	0.226164933146224
taxid351604	1.6	0.55	0.33657583793928153	2.7646015351590183	rod-shaped	Geobacter uraniireducens	Geobacter	Geobacteraceae	Desulfuromonadales	Deltaproteobacteria	Proteobacteria	Bacteria	species	G000016745	5136364.0	54.24	4550.0	87.83285218882462	2.0	-0.3701406459886721	0.18044185155733802
taxid353800	1.7320508075688772	0.7071067811865476	0.5876147003761992	3.847649490485592	rod-shaped	Halostagnicola larsenii	Halostagnicola	Natrialbaceae	Natrialbales	Halobacteria	Euryarchaeota	Archaea	species	G000517625	4131176.0	60.9	4092.0	84.5488306477381	2.0	-0.147786493963185	0.0795729491802226
taxid354246	1.63807251762544	0.5885661912765424	0.3921223989826123	3.0288537823701365	rod-shaped	Spongiibacter marinus	Spongiibacter	Spongiibacteraceae	Cellvibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000422345	3435542.0	55.14	3217.0	91.97273676176859	2.0	-0.406781470142719	0.184224184739328
taxid354355	20.0	0.4898979485566356	3.7391299883838665	30.78119592388473	rod-shaped	Niastella yeongjuensis	Niastella	Chitinophagaceae	Chitinophagales	Chitinophagia	Bacteroidetes	Bacteria	species	G900110245	8546563.0	44.51	6941.0	88.85259489691938	1.0	-0.501848445804476	0.219766757319633
taxid354356	22.36067977499789	0.5	4.35778428342556	35.12407365520363	rod-shaped	Niastella koreensis	Niastella	Chitinophagaceae	Chitinophagales	Chitinophagia	Bacteroidetes	Bacteria	species	G000246855	9033684.0	44.87	7307.0	88.27903433416533	3.0	-0.5041685055152311	0.222266534986315
taxid354630	1.7320508075688772	0.3872983346207417	0.18884325844144847	2.107444419312218	rod-shaped	Mucilaginibacter lappiensis	Mucilaginibacter	Sphingobacteriaceae	Sphingobacteriales	Sphingobacteriia	Bacteroidetes	Bacteria	species	G900155965	6790845.0	41.71	5829.0	87.56877825955385	1.0	-0.516053899901563	0.214711247935619
taxid355243	1.25	0.5	0.2127120025868089	1.9634954084936207	rod-shaped	Amphritea atlantica	Amphritea	Oceanospirillaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G900111095	4735181.0	51.08	4386.0	88.34690796402504	1.0	-0.6270275865390961	0.234228797446221
taxid356305	2.6457513110645907	0.7483314773547882	1.053951078809554	6.220036113421712	rod-shaped	Chryseobacterium wanjuense	Chryseobacterium	Weeksellaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	species	G900111495	4668404.0	35.98	4179.0	87.48754392293381	1.0	-0.7488391189514041	0.291462769137039
taxid356658	1.7	1.5	2.1205750411731104	8.011061266653973	rod-shaped	Peribacillus kribbensis	Peribacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G000430765	5052265.0	43.0	4926.0	81.70016814240742	0.0	-1.0672033776362702	0.350713390419778
taxid356662	1.4071247279470291	0.6324555320336759	0.3758306823616516	2.7958409621548173	rod-shaped	Leeia oryzae	Leeia	Chromobacteriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria	species	G000376945	3785435.0	54.55	3464.0	89.59078679200672	1.0	-0.838714443902989	0.29371960555831
taxid357233	1.9364916731037085	1.0	1.2591176156909551	6.083668013960417	coccus-shaped	Siccibacter turicensis	Siccibacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000463155	4236729.0	57.85	3885.0	87.6850513686384	0.0	-1.04651681895622	0.33718166584027903
taxid357794	9.16515138991168	1.3693063937629153	12.824642799936766	39.42667489367541	rod-shaped	Psychromonas ingrahamii	Psychromonas	Psychromonadaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000015285	4559598.0	40.09	3828.0	79.23303764937172	10.0	-0.57976100095702	0.233208091
taxid359303	1.8	0.7	0.602923990101441	3.95840674352314	rod-shaped	Shewanella loihica	Shewanella	Shewanellaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000016065	4602594.0	53.67	3903.0	85.8107623657442	8.0	-1.3401315992219	0.385292536782988
taxid359359	0.86	0.86	0.3330381428119515	2.323521926595011	coccus	Smaragdicoccus niigatensis	Smaragdicoccus	Nocardiaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria	species	G000380645	5320466.0	64.34	5138.0	93.0115895863257	2.0	-0.529353857611099	0.18160894717466
taxid360054	1.05	0.65	0.2765256033628516	2.144136986075034	coccus-shaped	Bryobacter aggregatus	Bryobacter	Bryobacteraceae	Bryobacterales	Acidobacteriia	Acidobacteria	Bacteria	species	G000702445	5747993.0	57.95	5068.0	93.55789055414648	2.0	-0.196493273295096	0.0846742999587958
taxid360055	2.85	2.25	8.349764224619122	20.14546289114455	ovoid-shaped	Zavarzinella formosa	Zavarzinella	Gemmataceae	Gemmatales	Planctomycetia	Planctomycetes	Bacteria	species	G000255705	10086423.0	59.1	8689.0	88.15469071642147	1.0	-0.30122290403885804	0.104111599079952
taxid360056	1.7	1.05	1.168966991446677	5.607742886657783	ovoid-shaped	Schlesneria paludicola	Schlesneria	Planctomycetaceae	Planctomycetales	Planctomycetia	Planctomycetes	Bacteria	species	G000255655	8702386.0	55.66	6848.0	84.98327929834414	1.0	-0.165941643359184	0.065717596567649
taxid360293	2.449489742783178	0.5291502622129179	0.4998821885516743	4.0719694735877034	rod-shaped	Leeuwenhoekiella blandensis	Leeuwenhoekiella	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	species	G000152985	4244565.0	39.76	3675.0	90.7478151471352	1.0	-0.45333931070585104	0.18447859674566394
taxid361041	1.2	0.7	0.3720169300625912	2.638937829015426	rod-shaped	Devosia soli	Devosia	Devosiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G000970455	4136371.0	60.98	4079.0	89.94891899203432	1.0	-0.519862327417599	0.18458489754670804
taxid361277	3.55	0.85	1.8536705653118768	9.479755832207196	rod-shaped	Terribacillus saccharophilus	Terribacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G900110015	3632506.0	42.53	3683.0	88.65705934140232	1.0	-0.800932246362379	0.284217534160338
taxid361575	3.25	1.25	3.4770231192074528	12.762720155208536	coccus-shaped	Pseudarthrobacter phenanthrenivorans	Pseudarthrobacter	Micrococcaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	species	N9255	4535320.0	65.96	4246.0	89.96143601774517	4.0	-0.5995924710853909	0.19041078480379398
taxid362520	3.25	0.3499999999999999	0.3014619950507205	3.573561643458389	rod-shaped	Chitinilyticum aquatile	Chitinilyticum	Chromobacteriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria	species	G000430805	3685547.0	60.34	3485.0	89.1244637498857	0.0	-0.6755070171104529	0.250058240563594
taxid362787	0.7071067811865476	0.7071067811865476	0.18512012242326534	1.5707963267948968	spherical	Candidatus Protochlamydia amoebophila	Candidatus Protochlamydia	Parachlamydiaceae	Parachlamydiales	Chlamydiia	Chlamydiae	Bacteria	species	G000011565	2414465.0	34.72	1907.0	81.17177097203728	3.0	-0.156069864898915	0.0815860071858747
taxid362837	3.872983346207418	0.14142135623730953	0.06009619964991113	1.7207211628636432	helical	Spiroplasma cantharicola	Spiroplasma	Spiroplasmataceae	Entomoplasmatales	Mollicutes	Tenericutes	Bacteria	species	G001281045	1179577.0	25.01	2123.0	68.24319226298921	1.0	-0.22586952682856898	0.125049613027067
taxid363259	1.2	0.5	0.2028945255443408	1.884955592153876	rod-shaped	Kaistia granuli	Kaistia	Kaistiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G000380505	4766107.0	65.9	4425.0	88.7392792482418	1.0	-0.29701678544008003	0.129605571958919
taxid363265	1.16	0.33	0.08980635299368124	1.2026016677941729	rod-shaped	Prevotella stercorea	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	species	G000235885	3097322.0	49.0	2697.0	87.84446692981872	1.0	-0.66032862471317	0.231081994991086
taxid363953	2.4919871588754225	0.8944271909999159	1.3784333174048728	7.002299241292957	rod-shaped	Chelatococcus sambhunathii	Chelatococcus	Chelatococcaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G001418005	4373820.0	67.77	4169.0	90.03511804326651	1.0	-0.15222755269434	0.0685595419005648
taxid364032	1.7320508075688772	0.4242640687119285	0.22486994094990675	2.3085896942913555	rod-shaped	Sulfurivirga caldicuralii	Sulfurivirga	Piscirickettsiaceae	Thiotrichales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G900141795	1673283.0	59.19	1659.0	93.55225625312633	1.0	-0.31468425401080297	0.15180991640379501
taxid364298	0.5291502622129179	0.5291502622129179	0.07757748023261674	0.8796459430051419	coccus	Janibacter hoylei	Janibacter	Intrasporangiaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	species	G000297495	3139099.0	71.32	3219.0	89.67786616478169	1.0	-0.259034021294278	0.0965246797793016
taxid364317	1.4866068747318506	0.5656854249492381	0.32623430757433725	2.6419281277980287	rod-shaped	Verminephrobacter eiseniae	Verminephrobacter	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	species	G000015565	5597943.0	65.24	4950.0	88.96526813509891	3.0	-0.19414012138463002	0.0854117847408981
taxid366522	3.25	0.45	0.4930336970727481	4.594579255875073	rod-shaped	Sulfurospirillum cavolei	Sulfurospirillum	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria	species	G001548055	2698323.0	43.88	2685.0	93.50563294312802	3.0	-0.37497292377846503	0.18295240696941603
taxid366586	0.6324555320336759	0.6324555320336759	0.13246117687728132	1.2566370614359177	coccus	Ruania albidiflava	Ruania	Ruaniaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	species	G000421225	4174923.0	70.05	3834.0	91.20196947344894	1.0	-0.154453159205677	0.0551718150278938
taxid367840	0.9	0.9	0.3817035074111599	2.5446900494077327	coccus-shaped	Salinicoccus luteus	Salinicoccus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G000712035	2554929.0	49.17	2569.0	90.48544988921414	1.0	-0.7795157115885909	0.269949308419304
taxid368623	4.800000000000002	0.9486832980505138	3.1693918298965644	14.305807102746384	rod-shaped	Halorubrum aidingense	Halorubrum	Halorubraceae	Haloferacales	Halobacteria	Euryarchaeota	Archaea	species	G000336995	3108525.0	67.19	3062.0	87.0457210413299	0.0	-0.141088496741429	0.0608695014047991
taxid368624	3.146426544510456	1.0392304845413265	2.375057942663428	10.272575638876916	rod-shaped	Halorubrum lipolyticum	Halorubrum	Halorubraceae	Haloferacales	Halobacteria	Euryarchaeota	Archaea	species	G000337375	3425042.0	68.01	3308.0	86.5796390234047	1.0	-0.135160828808138	0.0611228310023052
taxid369791	1.4491376746189442	0.4472135954999579	0.2042139645276844	2.0359847367938517	rod-shaped	Mesonia mobilis	Mesonia	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	species	G000423405	3205558.0	35.16	2952.0	90.8893241051948	0.0	-0.38469249948453	0.16145079382934197
taxid370323	2.545584412271571	0.6928203230275509	0.8726003451589645	5.540615266299253	rod-shaped	Haloterrigena limicola	Haloterrigena	Natrialbaceae	Natrialbales	Halobacteria	Euryarchaeota	Archaea	species	G000337475	3522035.0	61.8	3657.0	84.14533075338547	0.0	-0.20200718705483803	0.0814529629618006
taxid370622	0.9	0.6928203230275509	0.25222963710445523	1.958903313372955	rod-shaped	Aureimonas altamirensis	Aureimonas	Aurantimonadaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G001463885	4187548.0	64.85	3964.0	91.93907747445522	1.0	-0.285876373799574	0.112168521695194
taxid370776	1.4	0.45	0.1988039101099791	1.9792033717615696	rod-shaped	Arenimonas composti	Arenimonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000426365	3159341.0	70.76	2830.0	91.91476956745092	1.0	-0.210280375365858	0.0745274643405506
taxid370974	1.55	0.55	0.32469669071789514	2.6782077371852986	rod-shaped	Flavobacterium filum	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	species	G000425465	3192093.0	33.82	2862.0	91.78820917811605	1.0	-0.40865831043634004	0.177742367457583
taxid370977	1.5	0.3499999999999999	0.13309226377239258	1.6493361431346414	rod-shaped	Brevundimonas aveniformis	Brevundimonas	Caulobacteraceae	Caulobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G000428765	2579573.0	65.14	2587.0	92.45064977808345	1.0	-0.412063101058401	0.147070974628571
taxid371042	2.8284271247461903	0.7483314773547882	1.134296098004645	6.6494983056528625	rod-shaped	Erwinia typographi	Erwinia	Erwiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000773975	5749517.0	54.97	5524.0	88.05395305379567	1.0	-0.767288018913645	0.274565916001676
taxid373391	1.4142135623730951	0.3872983346207417	0.15139894014603772	1.7207211628636432	vibrio-shaped	Hydrogenovibrio halophilus	Hydrogenovibrio	Piscirickettsiaceae	Thiotrichales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000384235	2356686.0	54.87	2165.0	90.48413747100805	3.0	-0.32897338106370194	0.160578111771833
taxid374106	2.5039968051097827	0.28284271247461906	0.1514069154333597	2.224992936525063	rod-shaped	Campylobacter cuniculorum	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria	species	G000621005	1871412.0	31.24	1875.0	89.45389898109022	2.0	-0.0505541744414755	0.0229651501908347
taxid374838	2.0	0.5	0.3599741582238304	3.1415926535897927	rod-shaped	Reinekea blandensis	Reinekea	Saccharospirillaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000153185	4526761.0	52.35	4158.0	89.94610053413467	4.0	-0.5108118773728471	0.209997498752431
