taxid	length	width	volume	surface	family	order	class	phylum	superkingdom	rank	node	genome	gc	proteins	coding	rrnas	MILC	ENCprime
txid1400857	3.5	3.25	20.048106243806735	35.735616434583896	Candidatus Competibacteraceae		Gammaproteobacteria	Proteobacteria	Bacteria	family	N4245	4348258.0	57.185	4192.0	89.5069478618698	1.0	-0.07392241975247846	0.02991668158514725
txid1460864	0.8944271909999159	0.8944271909999159	0.37465678565550536	2.5132741228718345	Methanocalculaceae	Methanomicrobiales	Methanomicrobia	Euryarchaeota	Archaea	family	G001508455	1973787.0	51.9	2244.0	90.51994972101852	1.0	-0.10510732011362299	0.0437724342037871
txid1471398	13.564659966250536	0.44497190922573976	2.086149735552909	18.962315985672408	Prolixibacteraceae	Marinilabiliales	Bacteroidia	Bacteroidetes	Bacteria	family	N7790	5073141.0	41.31	4115.0	89.0705815580207	1.0	-0.347508952970493	0.16417643579452698
txid1486721	1.2124355652982142	0.8366600265340756	0.4991931523404701	3.1868201908361486	Methylothermaceae	Methylococcales	Gammaproteobacteria	Proteobacteria	Bacteria	family	N5806	3274871.5	54.875	3101.5	91.16176347891955	1.5	-0.1031975505230697	0.0443223314944429
txid1491775	4.5721985958617335	0.33763886032268264	0.3992875224695624	4.849839700499814	Proteinivoraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	family	G900111575	2300172.0	32.93	2343.0	90.23559977253876	0.0	-0.294707140629252	0.151351884399469
txid1570339	2.3021728866442674	1.4142135623730951	2.8757642242945587	10.228284638762613	Peptoniphilaceae	Tissierellales	Tissierellia	Firmicutes	Bacteria	family	N2403	1858109.0	34.065	1771.0	90.0839290027627	1.0	-0.290765579265739	0.1186886526558745
txid1573805	4.852159687009986	0.3706288023162796	0.5055077789013214	5.649683567809406	Marinifilaceae	Marinilabiliales	Bacteroidia	Bacteroidetes	Bacteria	family	G001310955	4718481.0	35.71	4161.0	87.0339204502466	1.0	-0.3959386637751529	0.17867867433256102
txid1643685	12.372350253727895	0.345079302327776	1.1456386271663108	13.412847602371178	Borreliaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	family	N447	1176739.0	28.3	1511.0	85.68875511052154	1.0	-0.0665307735965137	0.0272557041307685
txid1643824	0.864175660815655	0.4931693703640425	0.13111507260356894	1.3388995599159923	Atopobiaceae	Coriobacteriales	Coriobacteriia	Actinobacteria	Bacteria	family	N1547	1712296.5	49.26	1548.5	88.35875633385689	1.0	-0.468725166917902	0.16918762136057752
txid1643826	1.1656633756096266	0.4687973630505341	0.171517696361738	1.7167544597557796	Eggerthellaceae	Eggerthellales	Coriobacteriia	Actinobacteria	Bacteria	family	N1312	2258678.5	59.855000000000004	1876.0	87.54102789883058	2.0	-0.42626431141096455	0.1506623799307795
txid1643948	1.7320508075688774	0.9082951062292476	0.9258406586480956	4.9423952586469815	Kosmotogaceae	Kosmotogales	Thermotogae	Thermotogae	Bacteria	family	N139	2235648.0	43.985	2118.5	90.67224116449073	2.0	-0.07288347138440465	0.03240584076454715
txid1643949	3.8311826892175262	0.7093380449936764	1.3758737941624226	8.537603626970114	Petrotogaceae	Petrotogales	Thermotogae	Thermotogae	Bacteria	family	N140	2166325.0	30.95	1986.0	91.54247745083748	1.0	-0.033964072517658	0.0173939237167576
txid1643950	2.3396542043678297	0.4868139438260856	0.4025731679551484	3.578199546588841	Fervidobacteriaceae	Thermotogales	Thermotogae	Thermotogae	Bacteria	family	N141	2016657.0	34.99	2005.0	91.83135376464253	2.0	-0.17641666543933102	0.0856606221287635
txid1644056	1.3765565296408695	1.283524066064324	1.2237598567677708	5.550702352586926	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	Archaea	family	N641	3861985.0	61.0	3954.0	86.05652147397166	1.0	-0.204406337503659	0.08181852071142295
txid1644061	2.6504622272466807	0.7181861727038621	0.9391342578395347	5.980101170289638	Natrialbaceae	Natrialbales	Halobacteria	Euryarchaeota	Archaea	family	N495	4121225.5	63.975	4038.0	84.85224522543058	1.0	-0.163469219892967	0.0722552719203715
txid1648490	1.018175747284759	0.7523659344142951	0.33721800705212585	2.406587984708595	Rubritaleaceae	Verrucomicrobiales	Verrucomicrobiae	Verrucomicrobia	Bacteria	family	N3771	2869052.5	50.045	2799.5	90.8175375099756	1.0	-0.32467221833780746	0.1303498506973885
txid1655514	0.5738466694161429	0.15491933384829668	0.009843368003314685	0.2792874102115765	Pelagibacteraceae	Pelagibacterales	Alphaproteobacteria	Proteobacteria	Bacteria	family	N1904	952704.0	29.45	1125.0	96.61939845937471	1.0	-0.0328790517023529	0.0164828051392129
txid1676141	2.7694764848252458	0.3872983346207417	0.3110620916782243	3.3697151012293767	Wenzhouxiangellaceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria	family	G001187785	3675202.0	65.26	3067.0	91.1690296206848	1.0	-0.242509534784093	0.0992575030386432
txid1692041	2.683281572999748	0.3872983346207417	0.30090749286193164	3.2648388556215924	Acidiferrobacteraceae	Acidiferrobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	family	G001705075	3252820.0	63.6	3271.0	87.64312196801546	1.0	-0.0715041176818068	0.0265253830912856
txid1706371	1.86904413751744	0.5732283435893846	0.4270343097195345	3.3658680472963898	Cellvibrionaceae	Cellvibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	family	N7121	4539432.0	50.870000000000005	3823.5	88.50608990541448	1.0	-0.45518487305051947	0.19627008517933747
txid1706372	1.4245396466208164	0.4665326334589164	0.2159469857099314	2.087884359397213	Halieaceae	Cellvibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	family	N6695	3892082.5	56.540000000000006	3457.5	91.68994279363942	1.0	-0.21099440043989998	0.0937576889625732
txid1706373	2.364491385549857	0.4055159201064905	0.28067666556094073	3.0122812435724717	Microbulbiferaceae	Cellvibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	family	N7120	4349217.5	52.825	3790.0	86.15002407023582	1.0	-0.5814444979031396	0.2305751828554795
txid1706375	1.5709504849978355	0.565615824254873	0.3465517931707963	2.791476143227911	Spongiibacteraceae	Cellvibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	family	N6694	3947342.0	50.72	3670.0	89.64053735658634	2.0	-0.371109663758565	0.159710357992405
txid1737406	7.1719156961637776	0.5696544156935562	1.777234727488029	12.835019025901895	Tissierellaceae	Tissierellales	Tissierellia	Firmicutes	Bacteria	family	N3003	3206647.0	31.935000000000002	3142.5	87.95610396529847	1.0	-0.09448262816349551	0.04888858248163455
txid1738654	1.4142135623730951	0.3872983346207417	0.15139894014603772	1.7207211628636432	Woeseiaceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria	family	G001677435	4059891.0	57.83	3629.0	90.65969997716688	1.0	-0.11563832560441699	0.0562107678029903
txid1763524	2.4915281981226083	2.4915281981226083	8.098340675653231	19.50210480882075	Isosphaeraceae	Isosphaerales	Planctomycetia	Planctomycetes	Bacteria	family	N2736	7218277.5	64.375	5581.5	85.47821755597373	3.5	-0.113607404308487	0.04692864185001585
txid1769717	1.0669676460233537	0.5803009260803007	0.2308128579804856	1.9451557741677217	Mesoaciditogaceae	Mesoaciditogales	Thermotogae	Thermotogae	Bacteria	family	G000745455	2172469.0	39.85	2069.0	88.9280353367528	1.0	-0.055961963833894006	0.0266624784841906
txid1771359	2.0	1.0	1.3089969389957472	6.2831853071795845	Thorselliaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	family	G900111395	3550975.0	35.48	2928.0	82.84637317919726	1.0	-0.4153111041425379	0.161072557524082
txid1775411	1.9378219432059451	0.4768961588093304	0.31575074826982275	2.9032709359135445	Rhodanobacteraceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	family	N5361	4239760.0	66.29	3845.0	89.31936432346201	1.0	-0.266080645707206	0.0984666177014408
txid1813606	2.7503952508347305	0.3647520251607472	0.2676248199740394	3.1516841960579867	Balneolaceae	Balneolales	Balneolia	Balneolaeota	Bacteria	family	N4523	3727736.0	42.655	3262.0	90.32445219881652	1.0	-0.156034794697648	0.0734416111658416
txid1836792	1.4	0.9	0.6997897635871264	3.9584067435231383	Chthoniobacteraceae	Chthoniobacterales	Spartobacteria	Verrucomicrobia	Bacteria	family	G000173075	7848700.0	61.06	6700.0	88.50980417139144	1.0	-0.322323229116085	0.11528095472780198
txid1840213	2.8284271247461903	0.4898979485566356	0.5023647566551193	4.353118474162122	Lentimicrobiaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	family	G001192835	4514407.0	46.74	3427.0	87.86203813701334	2.0	-0.152380874060151	0.0722760000737827
txid1843490	3.823989554059226	0.6110644698991154	1.0613133769259102	7.340972590470388	Sporomusaceae	Selenomonadales	Negativicutes	Firmicutes	Bacteria	family	N1324	4130502.0	48.79	3779.0	86.81194446347708	1.0	-0.218249305227632	0.101635451688295
txid1843491	11.270791522194376	0.7637133411745939	5.006322022683223	27.04174210325132	Selenomonadaceae	Selenomonadales	Negativicutes	Firmicutes	Bacteria	family	N1325	2688760.0	50.85	2519.0	89.64332315213308	0.0	-0.562113733730818	0.23505633810791002
txid1853230	2.3262191637409857	0.3783876348159033	0.244006577134446	2.7652693354398337	Crocinitomicaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	family	N5691	4527004.0	37.4	3927.0	90.77304639590537	1.0	-0.45045707868481005	0.182396776342475
txid1853231	2.745723380277159	1.0476895531716472	1.9737301497450157	9.037311834400732	Odoribacteraceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	family	N6983	3966578.5	42.81	3442.0	90.27953562648547	1.0	-0.373288753746367	0.15928745147415801
txid1853232	1.9857144279928092	0.6879027942285636	0.6471767975263343	4.291348031733824	Hymenobacteraceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	family	N7371	4891068.5	52.9	4264.0	86.23070002051168	1.0	-0.6105144238338309	0.24993928395369253
txid1853234	2.8518879758916857	0.4140824579655874	0.3640928413451456	3.7099594896586936	Persicobacteraceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	family	G001308105	8251744.0	41.92	6519.0	82.87793465235956	3.0	-1.00496327851025	0.35509918586362504
txid1890422	1.095445115010332	1.095445115010332	0.6882884651454569	3.7699111843077513	Gloeobacteraceae	Gloeobacterales	Gloeobacteria	Cyanobacteria	Bacteria	family	N316	4691905.0	61.269999999999996	4498.0	89.64180904557143	1.0	-0.14437606589248902	0.06322768182986921
txid1890428	2.739554397333348	2.739554397333348	10.765604161640148	23.578150166580237	Merismopediaceae	Synechococcales		Cyanobacteria	Bacteria	family	N5451	3570608.5	47.73	3301.0	87.26639441673552	2.0	-0.14524228057170852	0.06950926002455775
txid1890431	4.541589259952083	4.541589259952083	49.048099583628435	64.79859376470243	Chamaesiphonaceae	Synechococcales		Cyanobacteria	Bacteria	family	G000317145	6761765.0	45.67	6357.0	83.00891852940762	3.0	-0.26702390230115197	0.12268341261560199
txid1890438	1.6102085170230045	1.6102085170230045	2.1859739424543774	8.145431797227838	Leptolyngbyaceae	Pseudanabaenales		Cyanobacteria	Bacteria	family	N2346	5940030.0	48.62	5525.0	86.02037323630036	1.0	-0.153893125199048	0.0719692239588581
txid1890448	2.0	2.0	4.188790204786391	12.56637061435917	Spirulinaceae	Spirulinales		Cyanobacteria	Bacteria	family	N3278	5323600.0	47.39	4549.0	84.54493200090164	2.0	-0.091555673548674	0.0396120501355696
txid1890449	3.2403703492039297	3.2403703492039297	17.814866446946194	32.98672286269284	Microcystaceae	Chroococcales		Cyanobacteria	Bacteria	family	N6752	4983728.0	42.73	4934.0	81.59487789160461	1.0	-0.277741998647922	0.13473897797731302
txid1890464	7.221876048291612	7.221876048291612	197.218982076072	163.85131571682868	Chroococcaceae	Chroococcales		Cyanobacteria	Bacteria	family	N5450	4263418.0	34.28	3857.0	84.14628825979531	3.0	-0.195095228071967	0.0986764696107186
txid1890498	20.31060462227164	20.31060462227164	4386.9953934468895	1295.9718752940478	Dermocarpellaceae	Pleurocapsales		Cyanobacteria	Bacteria	family	G000317575	5544990.0	36.22	4986.0	83.81831166512472	2.0	-0.0634904535130894	0.0327672428656544
txid1890499	16.622345273697967	16.622345273697967	2404.780931553495	868.0294718791517	Xenococcaceae	Pleurocapsales		Cyanobacteria	Bacteria	family	G000332055	5929641.0	39.68	5361.0	86.24307947142162	1.0	-0.073626218207558	0.0356993458578586
txid1890500	6.0488801600759885	6.0488801600759885	115.8840229513542	114.94758026407835	Hyellaceae	Pleurocapsales		Cyanobacteria	Bacteria	family	N5047	7228428.0	39.42	6573.0	84.37619384655594	2.5	-0.0703532534451633	0.03367935836003505
txid1890528	5.297398455921979	5.297398455921979	77.83708158156594	88.16072518904251	Chroococcidiopsidaceae	Chroococcidiopsidales		Cyanobacteria	Bacteria	family	N4682	5265703.0	42.88	4984.0	84.39715304853155	2.0	-0.0794710817926261	0.0460797709971663
txid1892251	3.057372768284839	3.057372768284839	14.963865688335915	29.366126061357946	Coleofasciculaceae	Oscillatoriales		Cyanobacteria	Bacteria	family	N2347	5389473.5	50.67	4559.0	83.5955387299501	0.5	-0.204009790120346	0.09597045327263586
txid1892252	5.569716921658959	5.569716921658959	90.46862528568205	97.45769118054459	Microcoleaceae	Oscillatoriales		Cyanobacteria	Bacteria	family	N3620	6511329.0	43.81	5604.0	82.38606271525973	1.5	-0.122175419292301	0.0615598081661676
txid1892259	6.919488890586322	6.919488890586322	173.4685193232772	150.41734041305344	Aphanizomenonaceae	Nostocales		Cyanobacteria	Bacteria	family	N6336	4232675.5	39.705	3919.0	83.97644720882107	2.0	-0.11706303139375049	0.0622347524790812
txid1892263	6.324555320336758	6.324555320336758	132.4611768772814	125.66370614359177	Hapalosiphonaceae	Nostocales		Cyanobacteria	Bacteria	family	N6332	7263841.0	41.0	6214.5	80.34812432576194	1.0	-0.1209749001954005	0.06351165132111465
txid1903410	1.6479331336266192	0.7145267214525592	0.562496003781405	3.699201030983348	Pectobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	family	N9781	4867258.0	55.01	4283.0	85.97351780610279	7.0	-0.7346351983554781	0.267362739989339
txid1903411	1.9042207968558584	0.8507633792941031	0.9063284784859518	5.089509909597325	Yersiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	family	N9628	4423715.0	47.64	4352.0	84.53511424868685	1.0	-0.5991285664807429	0.22447817487959698
txid1903414	2.2909649745478617	0.7619516684669797	0.9164490996798341	5.483978539542598	Morganellaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	family	N8679	4099895.0	41.27	3753.0	84.65857435518234	7.0	-0.695655652901229	0.250208959050132
txid1903416	2.75	0.8	1.2482594810263443	6.911503837897545	Budviciaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	family	N8334	4157310.5	45.565	3645.0	85.31100911344618	0.0	-0.5446730965370354	0.20656056382493101
txid1914233	2.383692197347544	2.246904372630022	6.460771767282207	16.826145381270916	Gemmataceae	Gemmatales	Planctomycetia	Planctomycetes	Bacteria	family	N2735	9624132.0	63.14	8378.0	86.11893940028153	2.0	-0.227705220984674	0.0802936015520461
txid1920240	2.1750678103415417	0.4700142160985002	0.3454127042315988	3.2116903565115233	Kangiellaceae	Kangiellales	Gammaproteobacteria	Proteobacteria	Bacteria	family	N4258	2673657.5	43.735	2462.5	90.4756266328462	2.0	-0.4713863738253225	0.17886099821138896
txid1921568	1.2649110640673518	0.2	0.037643957960791216	0.7947670612636881	Micropepsaceae	Micropepsales	Alphaproteobacteria	Proteobacteria	Bacteria	family	G001644385	1314140.0	63.0	1345.0	91.17544553852709	1.0	-0.219059225606682	0.0765257853156166
txid1934946	0.56	0.3499999999999999	0.04265366525717641	0.6157521601035995	Immundisolibacteraceae	Immundisolibacterales	Gammaproteobacteria	Proteobacteria	Bacteria	family	G001697225	3243537.0	67.79	3055.0	90.77729034692685	1.0	-0.0802454205136258	0.0324063514816491
txid1937960	2.1872844044758706	0.5898423370508423	0.5342456676124279	4.0531350138021764	Lewinellaceae	Saprospirales	Saprospiria	Bacteroidetes	Bacteria	family	N6124	6651789.5	51.905	5116.5	88.26869629734307	1.0	-0.4538348232180476	0.17851527610465998
txid1962854	6.92820323027551	0.2449489742783178	0.3226362360716736	5.33145952579004	Calditrichaceae	Calditrichales	Calditrichia	Calditrichaeota	Bacteria	family	N3086	3327399.0	44.83	2995.5	87.74024656096853	1.0	-0.04373794876409265	0.018450506667428153
txid1962910	1.05	0.65	0.2765256033628516	2.144136986075034	Bryobacteraceae	Bryobacterales	Acidobacteriia	Acidobacteria	Bacteria	family	G000702445	5747993.0	57.95	5068.0	93.55789055414648	2.0	-0.196493273295096	0.0846742999587958
txid1963270	1.1313708498984762	1.1313708498984762	0.7582520214456948	4.021238596594936	Halococcaceae	Halobacteriales	Halobacteria	Euryarchaeota	Archaea	family	N492	3476728.0	63.84	3582.0	86.22684892232006	1.0	-0.130603996674655	0.0487152658871256
txid1963271	2.316983038513912	0.750943006024688	0.9014578176817574	5.466126825998829	Halorubraceae	Haloferacales	Halobacteria	Euryarchaeota	Archaea	family	N491	3108525.0	66.19	3123.0	86.96743918285897	1.0	-0.124572976099075	0.0568261086915424
txid2005519	2.5026801399074983	0.5746239856544997	0.5977414904236996	4.517924510775815	Barnesiellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	family	N7797	3791325.0	40.9	3003.5	89.80041808307604	3.0	-0.30981856382097656	0.127883390901017
txid2005520	2.0791584083568546	0.7946185504180575	0.89524844660962	5.19034410255201	Dysgonomonadaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	family	N8181	4154516.0	39.61	3451.0	90.2572359921838	1.0	-0.195305115113364	0.0850582197889304
txid2005525	2.9104947766401024	0.8988661719460613	1.638260580308879	8.218862850011972	Tannerellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	family	N7795	4629061.0	45.06	3766.0	90.6043972870045	2.0	-0.601926051801711	0.22589928934931
txid2008790	1.665235138497584	0.4394290351366486	0.2295778725596485	2.2988688128999115	Thiobacillaceae	Nitrosomonadales	Betaproteobacteria	Proteobacteria	Bacteria	family	N3164	3201518.0	62.7	3140.0	91.67374903301213	2.0	-0.171867349149044	0.0786344808333553
txid2008793	1.2649110640673518	0.5656854249492381	0.27051607316511944	2.2479407139330334	Sterolibacteriaceae	Nitrosomonadales	Betaproteobacteria	Proteobacteria	Bacteria	family	N3869	4234613.0	66.56	3884.0	91.35067835625759	1.0	-0.34108150435309204	0.140600465790069
txid2008794	1.7109519977432128	0.5901005942226165	0.4109845223088027	3.1718580992224807	Zoogloeaceae	Rhodocyclales	Betaproteobacteria	Proteobacteria	Bacteria	family	N4963	4280700.0	66.42	3897.0	91.18380610236288	2.0	-0.37432044748719	0.156896685282754
txid2008795	1.7523422209320547	0.5598759161172536	0.38353741972930777	3.082198350976752	Azonexaceae	Rhodocyclales	Betaproteobacteria	Proteobacteria	Bacteria	family	N4232	3627226.0	62.82	3447.0	92.60614033975277	3.0	-0.49759716050596	0.18139027149474302
txid2024974	3.6	0.6	0.9613273519984769	6.785840131753952	Silvanigrellaceae	Silvanigrellales	Oligoflexia	Proteobacteria	Bacteria	family	G001907975	3506707.0	32.83	3069.0	90.28513075087255	5.0	-0.5377056291660229	0.23530950217253196
txid2036754	2.0381395064662065	0.6984999382868791	0.6878232482419141	4.472497969053626	Chelatococcaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	family	G001418005	4373820.0	67.77	4169.0	90.03511804326651	1.0	-0.15222755269434	0.0685595419005648
txid2038695	14.142135623730955	0.23237900077244503	0.5965040159238407	10.324326977181858	Williamwhitmaniaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	family	G900096565	4154490.0	42.65	3674.0	87.47297502220489	1.0	-0.308837310810163	0.144351455783684
txid2042895	4.194134774484345	0.986912527703338	2.953291365699872	13.003819018755937	Gottschalkiaceae	Tissierellales	Tissierellia	Firmicutes	Bacteria	family	N3345	3120648.0	29.93	2985.0	83.65180154616718	1.0	-0.208382222089415	0.0948410925218228
txid2048906	1.3739926952885424	0.7415585502134682	0.4866602805016802	3.2009562861448817	Pyrinomonadaceae	Blastocatellales	Blastocatellia	Acidobacteria	Bacteria	family	G000820845	3788560.0	59.37	3189.0	88.4981628903858	1.0	-0.0563300654139913	0.0226134329009446
txid2066474	2.5676958617142382	0.5676861584278926	0.5959342352921732	4.5793280793864986	Endozoicomonadaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria	family	N6275	5606375.0	46.75	4951.0	85.7696580050738	5.0	-0.682711252660148	0.248844149961972
txid2137278	2.715500064790335	0.9898464007679532	1.8247953932383496	8.444374749535296	Salinarimonadaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	family	G000429045	5245321.0	71.78	4887.0	89.92625999438357	1.0	-0.131712932994738	0.0485936580239169
txid2202724	0.4472135954999579	0.4472135954999579	0.046832098206938184	0.6283185307179586	Methanonatronarchaeaceae	Methanonatronarchaeales	Methanonatronarchaeia	Euryarchaeota	Archaea	family	G001914405	2141311.0	35.38	2076.0	73.84420105253278	1.0	-0.215474570339113	0.10561088677792699
txid2448023	1.0596985021248149	0.5774001751457728	0.22451341773477448	1.922246613400157	Ilumatobacteraceae	Acidimicrobiales	Acidimicrobiia	Actinobacteria	Bacteria	family	N2661	4282232.0	66.99	4164.0	93.33144491003756	1.0	-0.230524658389279	0.0943708439932941
txid2689614	0.61	0.3872983346207417	0.056654761915965475	0.742207497703171	Steroidobacteraceae	Nevskiales	Gammaproteobacteria	Proteobacteria	Bacteria	family	G001579945	3467246.0	61.66	3088.0	89.40767398678952	1.0	-0.08674145997921999	0.0409654385427221
txid2690195	1.25	0.75	0.4417864669110647	2.9452431127404317	Elioraeaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	family	G000378465	4304237.0	71.31	4132.0	93.40122302744946	1.0	-0.0692971514160754	0.0219072456175996
txid2691357	1.6332454940224064	1.1704036447378594	1.3154123664608917	6.005331791208603	Pirellulaceae	Pirellulales	Planctomycetia	Planctomycetes	Bacteria	family	N3414	7170498.0	55.605	5590.0	88.35224882803595	1.0	-0.24619977324867448	0.1117533958637885
txid2726069	2.5	0.3499999999999999	0.22930353878857995	2.7488935718910685	Kribbellaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria	family	N4356	8603649.0	69.035	8025.5	90.08029408176503	1.5	-0.2486512436564975	0.0945653296836605
txid2762276	2.208854180381126	0.4959510838026033	0.3947068761059056	3.4415633075543357	Cesiribacteraceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	family	N8485	4782772.0	50.135000000000005	4224.0	87.26958804373766	1.0	-0.452909953874393	0.20781239042649752
txid2762286	4.085701245484465	0.3220461596319149	0.32341419737827554	4.1336585906473395	Fulvivirgaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	family	N8132	7547730.5	44.655	6313.0	89.34584213302514	1.0	-0.2676262524940005	0.1244232583171144
txid2762301	6.519202405202647	0.4898979485566356	1.1980595070830882	10.033442325100166	Marivirgaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	family	G001683905	3599540.0	41.56	3225.0	88.07175361296166	0.0	-0.26839570977056	0.127440228808683
txid2762306	2.317751958192944	0.5370753336930321	0.4805030827668599	3.910677802967791	Roseivirgaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	family	N8133	4466742.0	40.055	3828.5	91.32762953566893	1.0	-0.32746615284036595	0.139789879408059
txid2762318	1.6617776119349783	0.6148693986803402	0.4281405630887017	3.210004606645936	Weeksellaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	family	N6553	4006202.5	36.135000000000005	3703.5	88.75047451884103	1.0	-0.6059055545798024	0.2409763859410045
txid2770092	3.872983346207418	0.6928203230275509	1.3730179538672578	8.429777677248872	Tepidanaerobacteraceae	Thermosediminibacterales	Clostridia	Firmicutes	Bacteria	family	N1326	2386460.0	38.64	2402.0	89.53211447002961	1.0	-0.0265053060671451	0.013984473641611851
txid2770093	5.449770637375486	0.7549834435270749	2.326987309085119	12.926040882886056	Thermosediminibacteraceae	Thermosediminibacterales	Clostridia	Firmicutes	Bacteria	family	N1327	2281417.5	44.575	2311.5	89.63405838066544	1.0	-0.08243135722530234	0.04805770941206705
txid2771471	1.8271550218268915	0.5676424273608829	0.41412808132407297	3.2583678885662577	Thiovulaceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria	family	N3108	2154838.5	36.195	2260.0	94.0081268419436	0.0	-0.5224014971271065	0.215361460844259
txid2771472	1.1683854606559323	0.48273807641361294	0.1815282920383174	1.7719341254170566	Sulfurovaceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria	family	N3458	2171830.0	41.769999999999996	2172.0	91.53961079653241	1.5	-0.4073615647846295	0.1792388330831175
txid2772226	1.9159073987593076	0.5352699788576486	0.3895081627202315	3.2217903286703824	Sulfuricellaceae	Nitrosomonadales	Betaproteobacteria	Proteobacteria	Bacteria	family	G000297055	3217213.0	56.12	3085.0	91.1751257998771	2.0	-0.19480350747240902	0.0785480554107841
txid2791015	0.8485281374238571	0.8485281374238571	0.31988757154740244	2.261946710584652	Sphaerochaetaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	family	N598	2337890.5	51.43	2165.0	92.22143086438842	0.0	-0.22226312048107097	0.09819703822978015
txid2795691	2.5	0.8	1.1225957748827529	6.2831853071795845	Nitratiruptoraceae	Nautiliales	Epsilonproteobacteria	Proteobacteria	Bacteria	family	G000010325	1877931.0	39.69	1933.0	95.76102636358843	3.0	-0.21130637319697898	0.0883956816865517
txid2800061	1.45790975373591	0.5296085762045866	0.2781025213580033	2.4256912600730067	Maricaulaceae	Maricaulales	Alphaproteobacteria	Proteobacteria	Bacteria	family	N6616	3138999.0	62.864999999999995	2953.5	91.40842535236384	1.0	-0.31786904973673646	0.1326710483923465
txid2800062	2.5178484778533043	0.4733539671388886	0.4120295751763953	3.7442555741366896	Robiginitomaculaceae	Maricaulales	Alphaproteobacteria	Proteobacteria	Bacteria	family	N6615	2989147.0	50.43	2842.0	92.0511305497513	1.0	-0.2662524232625125	0.12054119115221976
txid2805416	1.0969613104865237	0.5095338115302607	0.18864021305099124	1.7559582717789022	Jatrophihabitantaceae	Jatrophihabitantales	Actinomycetia	Actinobacteria	Bacteria	family	G900129455	4480046.0	72.94	4211.0	93.04016074834944	1.0	-0.138486322649114	0.0514763069216997
txid2805426	1.0977201950002402	1.0977201950002402	0.6925858024945634	3.785586558300016	Kytococcaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	family	G000023925	2785024.0	71.63	2624.0	90.74205464656679	2.0	-0.33842266784026503	0.12361466795880498
txid2805586	2.0	0.7071067811865476	0.6928381021858159	4.442882938158366	Lawsonellaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria	family	N4706	1887852.5	58.6	1615.5	89.26633747893001	2.0	-0.4720449694398454	0.1521888147571285
txid2805590	1.112260930818601	0.7296393412010266	0.35104714097627754	2.5495574219694186	Ornithinimicrobiaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	family	N4363	3433900.0	72.21	3239.0	92.05987361309298	1.0	-0.230381633872014	0.0833140319542609
txid2808963	1.6708669821557458	0.3590880117514833	0.15605250098950796	1.8849188434476631	Arcobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria	family	N2481	2722273.5	27.15	2683.5	92.48826506608877	4.5	-0.2870280082097205	0.12910756053455902
