taxid	length	width	volume	surface	genus	family	order	class	phylum	superkingdom	rank	node	genome	gc	proteins	coding	rrnas	MILC	ENCprime
txid307628	1.7496427477613203	0.8826312186539137	0.8903581742400326	4.8515279534041555	Petrimonas	Dysgonomonadaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	genus	G900095795	3717632.0	47.97	3007.0	91.11880896226415	2.0	-0.242099717134827	0.10663452266939
txid309512	0.65	0.5	0.09490227807719163	1.0210176124166828	Dinoroseobacter	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	G000018145	4417868.0	65.52	4283.0	90.12736460211123	2.0	-0.21471003286617998	0.0933816386754764
txid311411	3.0813266204634298	0.5606299996401871	0.7111554334830423	5.4270514900824365	Pseudoruegeria	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	G900099935	5811514.0	62.25	5703.0	87.4657791412014	1.0	-0.384194048008489	0.143669041149155
txid312278	2.9547017063970067	0.38446415681585205	0.3274409579646844	3.5687766842917843	Emticicia	Cytophagaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	genus	G000263195	5220361.0	35.58	4319.0	89.28491726913141	2.0	-0.5225736039881671	0.213174217113018
txid314318	11.499999999999998	0.33	0.9741851053314564	11.922344120373266	Prolixibacter	Prolixibacteraceae	Marinilabiliales	Bacteroidia	Bacteroidetes	Bacteria	genus	G000621705	5151245.0	44.21	4266.0	88.1541064344639	1.0	-0.23195153988117498	0.112313107590909
txid315422	2.25	0.875	1.1775859181668769	6.185010536754906	Palleronia	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N8225	3893510.5	66.94	3858.0	88.98031386304359	1.5	-0.1835182429053815	0.06820560912582424
txid316612	1.4142135623730951	0.5	0.2449552601600041	2.221441469079183	Methylibium		Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	genus	G000015725	4643639.0	68.78	4507.0	91.4925126608679	1.0	-0.18870088187350698	0.0755245827131383
txid317661	2.1	2.1	4.849048260815844	13.854423602330986	Quadrisphaera	Kineosporiaceae	Kineosporiales	Actinomycetia	Actinobacteria	Bacteria	genus	G900101335	3195637.0	76.64	2983.0	90.51660122848749	2.0	-0.12721864624501	0.0441206188384863
txid318147	2.937112575422734	0.6513555624326306	0.9054402664044908	6.010195399296548	Paucibacter		Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	genus	G001477625	5169161.0	63.19	4408.0	89.70109462638132	6.0	-0.5708104165489339	0.23094911371884
txid319458	4.5	0.75	1.8775924843720249	10.602875205865553	Leadbetterella	Cytophagaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	genus	G000166395	4059653.0	40.41	3655.0	91.58755686754508	3.0	-0.510295781974431	0.200652430692723
txid323413	2.042530295736303	0.4174736525570611	0.2596557160628037	2.678844170511067	Dokdonella	Rhodanobacteraceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	G900115085	4635835.0	64.99	3903.0	87.61651352992502	1.0	-0.1514264672446	0.0548130594172899
txid323449	1.5687146880051015	0.6235151270350714	0.4113504495681545	3.072846243325672	Pontibacter	Hymenobacteraceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	genus	N8138	4816279.0	51.0	4117.0	86.34334193068165	1.0	-0.7101218973999069	0.26989499042012
txid323620	2.112542894366638	0.528273158162046	0.4151294985591642	3.5060164795368007	Shinella	Rhizobiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	G001652565	7354253.0	64.82	7038.0	88.59253278341117	3.0	-0.526223346396038	0.18658918708520103
txid326319	3.556065909552842	0.6008150922132715	0.940983145906956	6.7121322965471295	Dokdonia	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	genus	N9688	3256767.0	38.125	2874.0	91.23863773174254	2.0	-0.342594421192164	0.1511978508970165
txid329857	2.4189028204525256	0.5212785311178426	0.4765452011994458	3.9613036348932256	Cohnella	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	genus	N4447	4624505.0	55.87	4528.0	87.42425785862382	0.5	-0.43647373839870496	0.16901530188054398
txid331525	1.224744871391589	0.4898979485566356	0.2000777735052508	1.8849555921538759	Kribbia	Intrasporangiaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	genus	G001552435	3293902.0	69.21	3246.0	92.21658689299196	1.0	-0.347336957486264	0.117199239088601
txid331654	6.483289503053999	0.3173217636229801	0.5036601248259918	6.463163566335419	Alkalibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	genus	G000269905	2908057.0	37.08	3395.0	87.44942069567414	1.0	-0.502430717086823	0.199804362139844
txid332102	1.7843653770293753	0.4933302251979087	0.3096366085206361	2.7654854954048846	Fluviicola	Crocinitomicaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	genus	N6969	4536188.5	42.805	3929.5	90.54040612028844	0.0	-0.4506894168164265	0.185277978652238
txid332951	4.4721359549995805	0.4472135954999579	0.6790654240006035	6.2831853071795845	Halovivax	Natrialbaceae	Natrialbales	Halobacteria	Euryarchaeota	Archaea	genus	G000337515	3238452.0	64.45	3215.0	85.79349022310659	1.0	-0.126995915449217	0.0564890274772426
txid334767	1.224744871391589	1.224744871391589	0.9619123726213976	4.712388980384689	Ignisphaera	Desulfurococcaceae	Desulfurococcales	Thermoprotei	Crenarchaeota	Archaea	genus	G000145985	1875953.0	35.69	1999.0	87.55805715814843	1.0	-0.054952976725225	0.023645311407447998
txid335058	2.0	0.5	0.3599741582238304	3.1415926535897927	Pelomonas	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	genus	G001427705	5812563.0	67.79	5278.0	92.66222146753506	1.0	-0.38668140466313505	0.15193991287806
txid335927	1.98997487421324	0.99498743710662	1.2894111544166709	6.2203534541077925	Thalassobius	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N10280	3902797.0	58.7	3789.0	90.327372907174	2.0	-0.456899692446765	0.17847660374634103
txid336260	2.449489742783178	0.5656854249492381	0.568233167137339	4.353118474162122	Thermovirga	Synergistaceae	Synergistales	Synergistia	Synergistetes	Bacteria	genus	N560	1333167.0	52.82	1465.0	92.96067184381252	0.0	-0.0908254236013459	0.0357515218235642
txid336276	1.9850818687723757	0.39502327138947424	0.2269022673157063	2.4634909810046812	Olleya	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	genus	G000518485	3343709.0	31.8	3050.0	91.60324657438791	1.0	-0.254011686036549	0.12379397975210901
txid338191	0.6708203932499369	0.1933907960581372	0.017811058579245254	0.4075603538990684	Nitrosopumilus	Nitrosopumilaceae	Nitrosopumilales		Thaumarchaeota	Archaea	genus	N977	1494139.5	33.69	1928.0	90.32998343219775	1.0	-0.0880952785169885	0.0464999981555844
txid338321	5.123475382979799	0.3	0.3550885505698164	4.828761787205247	Turneriella	Leptospiraceae	Leptospirales	Spirochaetia	Spirochaetes	Bacteria	genus	G000266885	4409302.0	53.63	4189.0	91.92026311647513	2.0	-0.135653755615679	0.0695781447475833
txid340070	0.7071067811865476	0.7071067811865476	0.18512012242326534	1.5707963267948968	Criblamydia	Criblamydiaceae	Parachlamydiales	Chlamydiia	Chlamydiae	Bacteria	genus	G000750955	2969604.0	38.24	2442.0	90.10716580392535	1.0	-0.182620242515035	0.09257792690510301
txid351195	2.7559027559041342	1.1478240283248995	2.260086099216569	9.9377730326827	Salimicrobium	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	genus	N5613	2966273.0	46.435	3011.0	87.85714211382123	3.5	-0.6011137821309575	0.23091509416472
txid352450	1.819535383458465	0.6600446424426744	0.5457613819594149	3.772972922660655	Simplicispira	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	genus	G000688255	3600773.0	61.47	3311.0	90.67019776031424	1.0	-0.42048541786564597	0.17376135245191002
txid353799	1.9679896712654303	0.7952707287670506	0.8458723090705397	4.9168582190049035	Halostagnicola	Natrialbaceae	Natrialbales	Halobacteria	Euryarchaeota	Archaea	genus	N1418	3654833.0	60.84	3746.5	82.85283463618401	1.5	-0.1384225669898425	0.070743239638487
txid354354	11.12957939546688	0.44943598666451895	1.717020348639318	15.714351686439946	Niastella	Chitinophagaceae	Chitinophagales	Chitinophagia	Bacteroidetes	Bacteria	genus	N8797	8790123.5	44.69	7124.0	88.56581461554237	2.0	-0.5030084756598535	0.221016646152974
txid355929	0.916515138991168	0.28284271247461906	0.05166250063362515	0.8143938947175409	Yonghaparkia	Microbacteriaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	genus	G001429705	2591554.0	71.9	2436.0	92.82777823653299	0.0	-0.21235775848629898	0.0785825456751191
txid358023	2.3054719491285613	0.4306779531043215	0.31373458952795297	3.1193374227051627	Lutibacter	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	genus	G900116115	3484703.0	29.5	3093.0	91.80765190031977	2.0	-0.20114127985734198	0.0992310628941081
txid359336	1.6313365257087946	0.5345494138446311	0.32422186649127954	2.7395629901908447	Castellaniella	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	genus	G000612685	3952818.0	68.94	3530.0	90.4378850733831	2.0	-0.24057438989584604	0.0809722489804157
txid359337	1.2832332482874411	0.4836542350243915	0.20207121287990015	1.949801818910431	Marinimicrobium	Cellvibrionaceae	Cellvibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N8922	4158699.0	58.465	3478.5	89.61571764631442	2.5	-0.384476211951067	0.156060481969356
txid359407	0.9797958971132712	0.458257569495584	0.13640725285925814	1.4105716030246795	Methylotenera	Methylophilaceae	Nitrosomonadales	Betaproteobacteria	Proteobacteria	Bacteria	genus	N4954	2803720.5	44.075	2572.0	90.0491672792476	2.5	-0.508408560874327	0.18037907959970953
txid361050	1.018175747284759	0.7523659344142951	0.33721800705212585	2.406587984708595	Rubritalea	Rubritaleaceae	Verrucomicrobiales	Verrucomicrobiae	Verrucomicrobia	Bacteria	genus	N4503	3667879.5	51.765	3275.5	90.44975901709068	1.5	-0.8020585105548044	0.2622129201669615
txid362865	1.2617368582119617	0.4900254763426693	0.2071503027981695	1.9423939745541725	Sandarakinorhabdus	Sphingosinicellaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N5321	2872641.5	64.985	2734.0	92.69326046054643	1.0	-0.331186448101436	0.1211315559125705
txid363408	3.7257036544409448	0.4603215596046737	0.5940052255807253	5.38789962636235	Nonlabens	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	genus	N8836	3211390.0	35.32	2944.0	91.55506663186816	1.0	-0.252898112373069	0.113110742961715
txid364031	1.7320508075688772	0.4242640687119285	0.22486994094990675	2.3085896942913555	Sulfurivirga	Piscirickettsiaceae	Thiotrichales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	G900141795	1673283.0	59.19	1659.0	93.55225625312633	1.0	-0.31468425401080297	0.15180991640379501
txid364316	1.4866068747318506	0.5656854249492381	0.32623430757433725	2.6419281277980287	Verminephrobacter	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	genus	N9156	5139872.0	65.455	4983.5	89.78917315368318	2.0	-0.1763568229784285	0.074250262673735
txid365348	4.5	0.8	2.127905424031487	11.309733552923255	Pelosinus	Sporomusaceae	Selenomonadales	Negativicutes	Firmicutes	Bacteria	genus	N2388	5397240.0	39.165	4979.5	85.52375907689242	4.5	-0.334679915723746	0.13617844217331648
txid365532	1.2441864811996632	1.2369316876852985	0.9996186711759444	4.834828419676968	Belnapia	Acetobacteraceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	G000745835	6727093.0	68.9	6596.0	87.46121095694677	0.0	-0.188837581478096	0.0655443242262129
txid367298	1.498330548331831	0.5885661912765424	0.3542279832392713	2.7704659590615823	Phycicoccus	Intrasporangiaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	genus	N6384	4163945.0	71.36	3895.0	91.55557165901628	1.0	-0.294862102028926	0.110016731939747
txid375288	2.9104947766401024	0.8988661719460613	1.638260580308879	8.218862850011972	Parabacteroides	Tannerellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	genus	N8528	4811379.0	45.06	4002.0	90.61225482340927	4.0	-0.6168342000685739	0.23550055370288397
txid375928	2.5	0.6	0.6503096792930871	4.7123889803846915	Natranaerobius	Natranaerobiaceae	Natranaerobiales	Clostridia	Firmicutes	Bacteria	genus	G000020005	3191453.0	36.31	2981.0	87.40492183340942	4.0	-0.044081772614212006	0.0220028633946977
txid376170	1.4491376746189442	1.174734012447073	1.146235483560994	5.348094385326139	Haloplanus	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	Archaea	genus	G000427685	3797935.0	65.01	3969.0	86.9273170815193	2.0	-0.133931386618995	0.0567906218653852
txid376469	1.3391666658746384	0.6337867458661917	0.3537098348468721	2.666414460175147	Olivibacter	Sphingobacteriaceae	Sphingobacteriales	Sphingobacteriia	Bacteroidetes	Bacteria	genus	N6959	6226409.0	41.1	5283.0	89.35989186630181	0.0	-0.390505019821202	0.17333066558368898
txid379065	5.581436106168088	0.6402895824937471	1.7262942607665928	11.227220860084858	Caldalkalibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	genus	N3028	3715029.5	43.59	3943.5	88.23325761310855	1.0	-0.401185428051653	0.16118169797294654
txid379072	1.5811388300841898	0.5916079783099616	0.3804293243400553	2.9386908396347486	Sediminibacter	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	genus	G000688335	4106053.0	36.99	3649.0	90.34742123396849	2.0	-0.332103023529035	0.15064389785927698
txid379899	1.3231933603672037	0.6638329542677579	0.3780766401155621	2.7595101365242263	Niabella	Chitinophagaceae	Chitinophagales	Chitinophagia	Bacteroidetes	Bacteria	genus	N8474	5162538.5	44.86	4323.0	88.37372148187922	1.5	-0.3281370999745285	0.1615563856641425
txid389486	3.872983346207418	0.5916079783099616	1.010432990154549	7.198293068896204	Sediminicola	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	genus	G001430825	3569807.0	39.4	3189.0	90.21748234568425	3.0	-0.464788755322757	0.19322819448249304
txid390805	3.872983346207418	0.5	0.7277335782701586	6.083668013960417	Geosporobacter	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	genus	G001750685	5817221.0	38.6	5441.0	85.80313520837527	11.0	-0.325292656426313	0.144678163559876
txid390846	1.7345903749613294	0.5119317722322865	0.3217087023087885	2.789708907244864	Echinicola	Cyclobacteriaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	genus	N9062	5525121.0	44.28	4399.0	86.95169582086987	2.5	-0.577582805632072	0.24142478038108248
txid390988	0.9401507732715984	0.3948222038857477	0.098768151046194	1.166135317813087	Actinocatenispora	Micromonosporaceae	Micromonosporales	Actinomycetia	Actinobacteria	Bacteria	genus	G000720965	6947236.0	72.7	6411.0	88.04426681344927	1.0	-0.18479794449364104	0.0741494513383757
txid391952	1.6613247725836149	0.938083151964686	0.9321064106682272	4.896048934535462	Aquincola		Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	genus	G000969605	6319576.0	70.18	5742.0	92.33741314290705	1.0	-0.36834191814169104	0.160390704968272
txid392332	3.0000000000000004	0.55	0.669191960138101	5.18362787842316	Geoalkalibacter	Geobacteraceae	Desulfuromonadales	Deltaproteobacteria	Proteobacteria	Bacteria	genus	N6569	3778668.5	57.31	3535.0	89.46722882347555	2.0	-0.15299603958826696	0.07708208006371815
txid392733	1.5937253608995054	0.6257324745675973	0.4234625005092912	3.1329398084763835	Terriglobus	Acidobacteriaceae	Acidobacteriales	Acidobacteriia	Acidobacteria	Bacteria	genus	N4537	4899549.5	57.015	4160.0	90.93045784513902	1.0	-0.405763064124383	0.155706676471636
txid392735	1.636377646000054	0.5334336550679991	0.3209161383340987	2.7422927991415547	Uliginosibacterium	Zoogloeaceae	Rhodocyclales	Betaproteobacteria	Proteobacteria	Bacteria	genus	G000373965	5021710.0	56.57	4657.0	89.38724060130913	0.0	-0.46866693609654403	0.17373978668965898
txid392825	2.5	0.4	0.2974041045398338	3.1415926535897927	Halalkalibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	genus	G000423105	2707549.0	37.43	2771.0	88.48582241724895	0.0	-0.46074304570150504	0.188138918441742
txid393005	1.2485374350863452	0.5566315367427481	0.25867574823234035	2.183329332007256	Tamlana	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	genus	G000943555	4020819.0	34.21	3405.0	91.8638963852887	1.0	-0.42980530753359497	0.18874579921317602
txid393029	3.7416573867739413	0.12247448713915887	0.043599406408210535	1.4396586137792406	Desulfurispirillum	Chrysiogenaceae	Chrysiogenales	Chrysiogenetes	Chrysiogenetes	Bacteria	genus	G000177635	2928377.0	56.11	2646.0	89.2617651347487	3.0	-0.13896352999803602	0.0642788839923014
txid393277	1.3	0.7	0.4105014400690663	2.8588493147667124	Donghicola	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	G900115865	4426466.0	58.82	4287.0	90.17168549357432	1.0	-0.643614494133535	0.23144308410212805
txid393661	1.5	0.5291502622129179	0.2910784885106198	2.4935618646198243	Congregibacter	Halieaceae	Cellvibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	G000153125	4351117.0	57.67	3933.0	91.17162328661811	2.0	-0.207545769091763	0.0941456938659326
txid395331	4.0	0.5	0.7526732399225546	6.2831853071795845	Methanoregula	Methanoregulaceae	Methanomicrobiales	Methanomicrobia	Euryarchaeota	Archaea	genus	N1009	2681900.5	54.855000000000004	2703.5	87.1791748207817	1.0	-0.2310956606996605	0.0936804171034645
txid396388	1.0569480609289728	0.7613508191678641	0.35729856645882624	2.5280655956174853	Aestuariimicrobium	Propionibacteriaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria	genus	G000421525	2990149.0	68.55	2633.0	92.04354030518213	1.0	-0.298844126092175	0.10795965882872502
txid396811	3.957297634491604	0.2904191221840857	0.2553940427598529	3.6105535992263365	Fulvivirga	Fulvivirgaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	genus	G000331535	6737864.0	42.39	5754.0	88.40552436202333	1.0	-0.34067099879143203	0.161946749669357
txid397268	3.464101615137755	0.4743416490252569	0.5836488037517099	5.162163488590929	Thiohalomonas	Ectothiorhodospiraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	G900102855	3563632.0	59.93	3280.0	86.55817996919997	1.0	-0.10713814076791599	0.0429707013791917
txid397275	1.9364916731037085	0.6324555320336759	0.5421207306589709	3.847649490485592	Andreprevotia	Chromobacteriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria	genus	G000711875	5149006.0	59.89	4484.0	88.04951868380033	1.0	-0.5265661242720651	0.203502447825968
txid397456	1.4781745499094483	0.6465291950097846	0.4141974127992364	3.0023666977314654	Gulbenkiania	Chromobacteriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria	genus	G001418035	2848002.0	63.64	2714.0	90.86117214805329	0.0	-0.47914052351709097	0.17928718828184198
txid397864	3.5412208647461534	0.8711754349385725	1.93113110440306	9.691890704511453	Barnesiella	Barnesiellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	genus	N8182	3260381.0	47.79	2658.0	89.34335681969556	4.5	-0.4158241844621005	0.16384926553642098
txid398041	2.4254069717154	0.5838371433372922	0.5814354184551295	4.448629273735642	Flavisolibacter	Chitinophagaceae	Chitinophagales	Chitinophagia	Bacteroidetes	Bacteria	genus	N8472	5309161.5	41.065	4625.5	86.50338451879674	2.5	-0.5132878670902435	0.20781053514462702
txid400060	2.522689245761144	0.6661125908827059	0.8016177579594708	5.279116805425397	Paludibacterium	Chromobacteriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria	genus	G000422925	4332940.0	62.23	4035.0	89.26491019954119	0.0	-0.6074990400828321	0.22442470906624
txid400634	3.5975409905004443	0.9078917708313968	2.1220083002014856	10.261000371876953	Lysinibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	genus	N6066	4763528.0	37.64	4723.0	84.81698934449871	1.0	-1.01406368012781	0.34488369687673504
txid400947	2.9283100928692645	0.7745966692414834	1.2552864325170658	7.125946578778482	Deefgea	Chromobacteriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria	genus	G000620145	3711979.0	49.03	3387.0	87.87722128815922	0.0	-0.7087512294652378	0.262852307315242
txid404235	1.95	0.8	0.8461356213668509	4.900884539600076	Maritimibacter	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	G000152805	4536113.0	64.13	4433.0	90.96354081126286	1.0	-0.398900847356557	0.154973890134314
txid404432	2.0135879418058127	0.9823309941467662	1.2759723071023297	6.214101196762549	Salinicola	Halomonadaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	G001937155	4110743.0	62.01	3622.0	88.00460160121905	2.0	-0.319591574051199	0.13410556726654402
txid406099	6.0	0.8	2.8818876608930375	15.079644737231007	Aquisalimonas	Ectothiorhodospiraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	G900110585	4037907.0	66.01	3714.0	91.25878827818472	1.0	-0.13002333234841498	0.0506861954485609
txid407217	1.75	0.7	0.5836817350982035	3.848451000647497	Aquitalea	Chromobacteriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria	genus	G001515305	4390819.0	59.55	4326.0	88.75296385480705	1.0	-0.7520842393435959	0.26577707036155895
txid412592	1.45	0.6	0.3534291735288517	2.73318560862312	Thermosulfidibacter		Aquificales	Aquificae	Aquificae	Bacteria	genus	G001547735	1816670.0	43.02	1859.0	96.63918047856794	1.0	-0.0802796146107156	0.0349945103704203
txid413435	0.9781946493017496	0.4326748710922225	0.1178171067897496	1.3296484405933888	Solimonas	Sinobacteraceae	Nevskiales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N6653	4323353.0	68.7	3875.0	90.95010057907479	1.0	-0.199625840647204	0.07490410273380355
txid413496	3.0000000000000004	1.0	2.0943951023931957	9.424777960769381	Cronobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	G000982825	4663565.0	56.64	4438.0	87.23866827201937	7.0	-0.954683064294382	0.320271360465623
txid414051	2.9756305967763303	0.7691605673134586	1.2634180278526252	7.190281600648311	Caenispirillum	Rhodospirillaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	G000315795	4952465.0	68.79	4553.0	89.41559405265863	1.0	-0.293462513196358	0.125371173570348
txid414371	1.6322301913686266	1.0063463210119823	1.0255408128643513	5.160345058149021	Aureimonas	Aurantimonadaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N9563	4797175.0	67.1	4400.0	88.6678344380377	1.0	-0.28890480013551695	0.11331900812986201
txid414715	0.8711754349385724	0.5477225575051662	0.16172863393981293	1.4990500074657405	Actinospica	Actinospicaceae	Catenulisporales	Actinomycetia	Actinobacteria	Bacteria	genus	G000504285	9918887.0	70.26	8596.0	86.95238689582813	4.0	-0.31831864528937	0.10718220731315801
txid414878	0.8467731452101833	0.5848035476425733	0.1747626514292141	1.555703925204042	Catenulispora	Catenulisporaceae	Catenulisporales	Actinomycetia	Actinobacteria	Bacteria	genus	G000024025	10467782.0	69.77	9036.0	89.19167403371603	3.0	-0.30358338482972397	0.0946242442897691
txid415014	3.1890368063282257	0.6172934291446435	0.8925648402560563	6.1844496551709005	Proteiniborus		Eubacteriales	Clostridia	Firmicutes	Bacteria	genus	G900095305	3120648.0	32.44	2976.0	86.55808024487223	1.0	-0.177304221315285	0.0835304755664404
txid416949	1.1839864018248152	0.3547236067287139	0.10376701556137638	1.3194309853466244	Parapedobacter	Sphingobacteriaceae	Sphingobacteriales	Sphingobacteriia	Bacteroidetes	Bacteria	genus	G900109365	5547756.0	48.24	4841.0	92.5755386502218	1.0	-0.237202128876411	0.120214047144602
txid417127	2.195284447222212	0.5783335798412967	0.5231096322849951	3.9885871229236	Zunongwangia	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	genus	G000023465	5128187.0	36.22	4490.0	87.84332552615574	3.0	-0.384996951968781	0.167267829459432
txid419014	1.176100268707805	0.4745172336005871	0.17983641613350573	1.7532595441346168	Alloscardovia	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria	genus	N5523	1865900.0	48.355000000000004	1557.5	87.49955510053582	2.5	-0.8198731775290345	0.26549472362530946
txid420644	2.75	0.45	0.4135121330287565	3.887720908817368	Piscibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	genus	G900110685	2992995.0	36.74	3162.0	88.20555998255928	0.0	-0.545511401077919	0.21549842459026103
txid423349	1.6288914803040593	0.4820724541835123	0.2648542329185455	2.466915881636789	Mucilaginibacter	Sphingobacteriaceae	Sphingobacteriales	Sphingobacteriia	Bacteroidetes	Bacteria	genus	N7365	7035113.0	43.06	5968.0	87.92643030202291	1.0	-0.551016567794858	0.224148987790175
txid427077	3.3726843908080113	0.6982120021884469	1.2016627993592348	7.397975443012487	Salsuginibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	genus	G000377705	3831781.0	43.16	3625.0	82.20939557871392	0.0	-0.43752828430552504	0.184953655144542
txid427753	1.1898676493897165	0.5145378694071713	0.21155674846571187	1.9233834441447537	Humibacter	Microbacteriaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	genus	G000421825	3693075.0	68.01	3282.0	90.09971365325643	3.0	-0.30143030216113204	0.113832226524889
txid428711	1.55	0.85	0.7187702192025646	4.1390483211045535	Jonquetella	Synergistaceae	Synergistales	Synergistia	Synergistetes	Bacteria	genus	N558	2176036.0	59.245	2029.0	89.8120013873193	1.5	-0.18602334041816548	0.08107791792921765
txid429014	1.9493588689617931	0.5957892135528949	0.4877208926037979	3.648667659667084	Desulfopila	Desulfocapsaceae	Desulfobacterales	Deltaproteobacteria	Proteobacteria	Bacteria	genus	G900143695	6065581.0	49.63	5323.0	86.04976176231098	1.0	-0.146394607431073	0.0760048291077564
txid432330	2.535920936146528	0.6160954645868267	0.6712708622037098	4.908328189368742	Tumebacillus	Alicyclobacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	genus	G000714935	4874793.0	56.55	4767.0	89.14550833235383	1.0	-1.04253556336665	0.32427927688633
txid433838	2.0	0.2	0.060737457969402685	1.2566370614359172	Pseudoxanthobacter	Pseudoxanthobacteraceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	G900148505	5165242.0	67.84	4336.0	86.70226874171625	1.0	-0.17088316485387198	0.0660087910225464
txid433923	1.75	0.5	0.3108867730114899	2.7488935718910685	Pseudacidovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	genus	G001476815	5546132.0	70.18	5163.0	91.35107134125191	1.0	-0.351500160367953	0.14109754642938901
txid437506	2.9	0.7	1.0262536001726656	6.3774330867872795	Robiginitomaculum	Robiginitomaculaceae	Maricaulales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	G000365025	2769471.0	52.48	2642.0	91.5092449063377	1.0	-0.213882111132567	0.0990319960879525
