taxid	length	width	volume	surface	shape	species	genus	family	order	class	phylum	kingdom	rank	node	genome	gc	proteins	coding	rrnas	MILC	B	MCB	ENC	ENCprime	SCUO
taxid690164	5.5901699437494745	1.5491933384829668	9.563835214327424	27.206990463513268	rod-shaped	Salinarimonas ramus	Salinarimonas	Salinarimonadaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	G000429045	5245321.0	71.78	4887.0	89.92625999438357	1.0	0.20030168023707604	0.0308469168939443	0.185364492021258	0.0826499235032237	-0.0381269223492006	-0.19106382916908
taxid163877	3.1622776601683795	0.5916079783099616	0.8150675609686346	5.877381679269497	rod-shaped	Virgibacillus necropolis	Virgibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	genus	N6059	4353177.0	37.22	4151.0	84.26046625124211	1.0	0.0744100071659499	-0.0955394636686479	-0.165779711184486	0.162061758890331	0.0027104098320313397	-0.542246206918594
taxid1575	2.316584370576538	0.28284271247461906	0.139621833306098	2.058462634967768	rods	Leifsonia xyli	Leifsonia	Microbacteriaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	genus	N9262	4079114.5	69.065	3882.0	92.33092520870125	1.0	0.173960912896429	0.04588659642681455	0.08804574504361248	0.106096612616525	-0.0179622032608634	-0.2939192612163865
taxid1333845	2.25	0.45	0.3339905689847649	3.1808625617596658	rod-shaped	Paenibacillus sophorae	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G900110315	5807033.0	50.19	5629.0	86.7833022474644	0.0	0.15927118984330899	0.0303927000220297	0.157406042898817	0.13140522270027197	-0.0499787658734156	-0.6423656017116429
taxid400390	1.7	0.7	0.564439480094966	3.738495257771853	rod-shaped	Alkalimonas collagenimarina	Alkalimonas			Gammaproteobacteria	Proteobacteria	Bacteria	genus	G900107845	4060055.0	51.53	3658.0	91.85446995176174	1.0	0.1092498832986	-0.0645177828701586	0.0611415072047775	0.113968127428374	-0.0340668980940197	-0.585003508831945
taxid2100740	1.4142135623730951	0.4242640687119285	0.17993675899541384	1.8849555921538759	rod-shaped	Pedobacter mongoliensis	Pedobacter	Sphingobacteriaceae	Sphingobacteriales	Sphingobacteriia	Bacteroidetes	Bacteria	family	N5267	5360390.0	40.44	4818.0	89.14569340796258	1.0	0.08534897991218135	-0.092884897809472	-0.0821228414932269	0.22533636680347452	-0.0159969896262129	-0.9592116257637949
taxid57372	0.4898979485566356	0.15811388300841894	0.008584270781860217	0.2433467205584167	spherical	Mycoplasma suis	Mycoplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes	Bacteria	genus	N3035	1260528.5	28.13	2157.0	69.3182582758846	1.0	0.12057485208444951	0.07370886506221225	0.191272254874232	0.057675555263385	-0.0169959736474729	-0.10583098117238046
taxid1119056	2.75	0.8	1.2482594810263443	6.911503837897545	rod-shaped	Budvicia diplopodorum	Budvicia	Budviciaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	family	N8334	4157310.5	45.565	3645.0	85.31100911344618	0.0	0.12970330107953548	-0.02992101667184455	0.01258896745510639	0.16040452994250498	-0.03075313445297295	-0.711559886444114
taxid1769779	1.8027756377319943	0.3	0.12036211726973647	1.6990760098708466	rod-shaped	Microbulbifer aggregans	Microbulbifer	Microbulbiferaceae	Cellvibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N7120	4349217.5	52.825	3790.0	86.15002407023582	1.0	0.1494841940970585	0.030774380975057723	0.02865488120621175	0.17748108212903552	-0.017876292405996804	-0.8256797682275137
taxid39694	2.32163735324878	1.3228756555322954	2.584892933986565	9.648577279230103	rods	Mycolicibacterium poriferae	Mycolicibacterium	Mycobacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria	genus	N5481	6255347.5	67.2	5998.0	92.81072296673872	2.0	0.135043757399221	0.024343558348569348	-0.127122674556332	0.12604854096309198	-0.010731395351551199	-0.44672904851532247
taxid379347	1.4319949949077992	0.8112825074387918	0.598625892272496	3.649753088214824	rod-shaped	Tritonibacter mobilis	Tritonibacter	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G000376545	4830028.0	58.77	4605.0	88.92904968666849	4.0	0.19965036005391298	0.0994100077100973	0.0216207453753063	0.23265665391229198	-0.0376991953883006	-0.877184181782119
taxid320912	2.4	0.3499999999999999	0.21968241128696125	2.638937829015426	rod-shaped	Maribacter dokdonensis	Maribacter	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	species	N10205	4505800.0	36.07	3910.0	91.78856140973856	3.0	0.08851618987160699	-0.141480972187978	-0.13454887422321699	0.15890286501904502	-0.0123584101144991	-0.5627236371404379
taxid449973	1.35	0.75	0.4859651136021712	3.1808625617596658	rod-shaped	Chelativorans multitrophicus	Chelativorans	Phyllobacteriaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N10165	4817762.5	61.165	4631.0	89.78552200344863	2.0	0.07730110585779665	-0.07096708068304096	-0.1012690729675628	0.15107920807910752	-0.008010486081029711	-0.6243648903228896
taxid1125876	2.75	0.45	0.4135121330287565	3.887720908817368	rod-shaped	Chryseobacterium frigidisoli	Chryseobacterium	Weeksellaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	genus	N9312	4506626.0	36.14	4179.0	88.31670622553133	1.0	0.145047106451487	0.0204458774374374	-0.0031880579838079104	0.198813003578886	-0.0177742469942684	-0.6931196666085
taxid637679	4.5	0.65	1.4213416012850568	9.189158511750145	rod-shaped	Kordiimonas lacus	Kordiimonas	Kordiimonadaceae	Kordiimonadales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	G000375545	4082245.0	57.51	3724.0	91.3758238420281	1.0	0.11535387024743199	-0.0671766487607262	-0.196773772042751	0.119324558599675	-0.0119647102391241	-0.5678347355147471
taxid561720	6.0	1.5	9.719302272043423	28.274333882308134	rod-shaped	Dethiosulfovibrio salsuginis	Dethiosulfovibrio	Synergistaceae	Synergistales	Synergistia	Synergistetes	Bacteria	family	N221	1999646.0	56.07	1944.0	91.732701688484	1.0	0.0707850303747993	-0.11038747993910498	0.0808481626815028	0.0222652953339842	-0.0199778787892565	-0.26620460229587
taxid446660	2.29128784747792	0.5408326913195984	0.4832960876412155	3.8930722133583457	rod-shaped	Adlercreutzia equolifaciens	Adlercreutzia	Eggerthellaceae	Eggerthellales	Coriobacteriia	Actinobacteria	Bacteria	species	G000478885	2862526.0	63.46	2278.0	88.09921726475149	2.0	0.214570880748397	0.13808391211753798	0.24051402788788	0.15600371486006304	-0.0357254538001289	-0.48420632671115293
taxid39645	1.0	0.5	0.16362461737446832	1.5707963267948966	rod-shaped	Mesorhizobium ciceri	Mesorhizobium	Phyllobacteriaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G000185905	6690028.0	62.56	6405.0	87.39703331585457	2.0	0.155689448211098	0.0468082532070463	-0.009558742521854329	0.16778757564062804	-0.0009378427646734779	-0.543408687183654
taxid1578198	2.5475478405713994	0.5291502622129179	0.5214462905262269	4.234978762362283	rod-shaped	Neobacillus notoginsengisoli	Neobacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	genus	N9020	5283728.0	39.42	5187.0	85.15945741335193	1.0	0.130281623867357	-0.0258711556834011	-0.0969266004537432	0.254459195330961	-0.0147675307262528	-1.0130079352989498
taxid451807	1.095445115010332	0.31622776601683805	0.07775723458835204	1.0882796185405306	rods	Microbacterium halophilum	Microbacterium	Microbacteriaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	genus	N7235	3489832.0	69.97999999999999	3360.0	92.18519725611162	1.0	0.19996245554666547	0.09628837228750595	0.06758049261073029	0.10092478036222952	-0.0269742233039597	-0.313801809575949
taxid1792290	2.1633307652783933	0.6708203932499369	0.6855550387176726	4.55909934841238	rod-shaped	Marinomonas spartinae	Marinomonas	Oceanospirillaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N7520	4189249.0	44.13	3894.0	88.79981975393898	1.0	0.122808351173289	-0.0378879663992184	0.114894713465547	0.189173899480447	-0.0298351418900604	-0.841986537002387
taxid202611	4.4721359549995805	1.0	3.2506079777212142	14.049629462081453	rod-shaped	Lysinibacillus odysseyi	Lysinibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G000773015	4512819.0	40.96	4492.0	83.35335407868118	0.0	0.205392499847845	0.15024525148081	0.0545861187157398	0.32048657373128697	-0.0263481994301253	-1.5337325803086201
taxid2038343	1.0488088481701516	0.4472135954999579	0.14133045951809695	1.4735375693343076	rod-shaped	Jatrophihabitans telluris	Jatrophihabitans	Jatrophihabitantaceae	Jatrophihabitantales	Actinomycetia	Actinobacteria	Bacteria	genus	G900129455	4480046.0	72.94	4211.0	93.04016074834944	1.0	0.132716057193452	-0.0596347767337919	0.103246151133796	0.0657308659336126	-0.0203239824405482	-0.18358231767544697
taxid2044857	1.1401754250991378	1.1401754250991378	0.7760927935139323	4.084070449666731	coccus-shaped	Kineococcus aureolus	Kineococcus	Kineosporiaceae	Kineosporiales	Actinomycetia	Actinobacteria	Bacteria	genus	G000017305	4956672.0	74.25	4708.0	89.44265426479704	4.0	0.27159630217103	0.171152373968856	0.42795818733401897	0.0356525787094449	-0.0553306182316793	-0.138136979715356
taxid1708347	1.3038404810405295	0.34641016151377546	0.11200127411529197	1.4189430213444896	rod-shaped	Arenimonas aestuarii	Arenimonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N6655	3091755.0	69.93	2830.0	92.42886321846329	1.0	0.18929964137064603	-0.0210252563366231	0.19662054195574696	0.0687090232199275	-0.0215865984956847	-0.20488495823960604
taxid545261	1.3	0.85	0.5769076759389005	3.4714598822167213	rod-shaped	Henriciella aquimarina	Henriciella	Hyphomonadaceae	Hyphomonadales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	G000376805	3277765.0	59.93	3196.0	91.85023941618755	1.0	0.0940537034946997	-0.0698714631208345	-0.0449746808726098	0.0938261466042648	-0.0131895492186521	-0.41390473945163103
taxid419597	1.2649110640673518	0.6928203230275509	0.3897978672749704	2.753153860581828	rod-shaped	Halomonas shengliensis	Halomonas	Halomonadaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N8290	3845518.0	59.655	3645.0	90.07212627028957	1.0	0.1190312291402045	-0.049170301760913096	0.0677063165431636	0.09944296971685179	-0.02644734858350425	-0.38860753803744147
taxid1036180	2.1	0.75	0.8173049637854697	4.9480084294039255	rod-shaped	Massilia lurida	Massilia	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	genus	N6216	6111684.0	65.51	5414.0	89.85699487320045	6.0	0.20351681516296397	-0.0357414871178106	0.130979345656673	0.0368762707794039	-0.0208161098067945	-0.0704324246279161
taxid1699412	0.7745966692414834	0.28284271247461906	0.04274550019413887	0.6882884651454573	rod-shaped	Confluentibacter lentus	Confluentibacter	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	family	N6134	3819763.0	35.5	3429.0	90.29981488534405	1.0	0.10154807617657101	-0.108826182056736	-0.0762245700668028	0.135741253883887	-0.0186798435370286	-0.4737541732822271
taxid1874115	1.2649110640673518	0.5477225575051661	0.2550196189022919	2.176559237081061	rod-shaped	Sphingobacterium alkalisoli	Sphingobacterium	Sphingobacteriaceae	Sphingobacteriales	Sphingobacteriia	Bacteroidetes	Bacteria	genus	N6960	5329010.0	40.3	4606.0	88.59376968473741	1.0	0.110624036993371	-0.0261312559610194	-0.12854301465542697	0.26649577754687803	-0.0212292600016265	-1.4435655157279799
taxid1737445	5.656854249492381	0.5916079783099616	1.5008001160669042	10.513779971646773	rod-shaped	Flectobacillus fontis	Flectobacillus	Cytophagaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	genus	G000427405	6221030.0	37.77	4969.0	85.87452560106607	2.0	0.110376202670629	-0.0837883454472323	-0.119120482189226	0.203895700517163	-0.0244759673464629	-0.7324211272222491
taxid412437	2.65	0.5	0.4876013597759158	4.162610266006475	rod-shaped	Rheinheimera aquimaris	Rheinheimera	Chromatiaceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N7530	4373987.0	49.26	3996.5	91.5156329934664	0.5	0.11820309306461999	-0.06484625498162505	0.00762089510444686	0.1271483295514135	-0.0268865881039653	-0.5868326418498465
taxid1054202	2.25	0.85	1.115985340340824	6.00829594999048	rod-shaped	Rhodobacter viridis	Rhodobacter	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N9130	2834045.0	50.53	3249.0	90.338229802607	1.0	0.0715563043007488	-0.0396182287295399	0.09401645074448801	0.0630337553917408	-0.0156958859395184	-0.4689108396038621
taxid64897	20.0	0.2	0.6262241356155654	12.56637061435917	helical-shaped	Borreliella bissettiae	Borreliella	Borreliaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	species	G000222305	1403443.0	28.34	1423.0	87.97742409203651	1.0	0.107336922533096	-0.0139527392458117	0.16068017330413098	0.0730511505992731	-0.0262429943170846	-0.13233628018718402
taxid796890	1.5	0.5	0.2617993877991494	2.3561944901923453	rod-shaped	Gibbsiella dentisursi	Gibbsiella	Yersiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	family	N9628	4423715.0	47.64	4352.0	84.53511424868685	1.0	0.15441318452206398	0.00909810876146045	0.142635024270794	0.15963521058802801	-0.0281567446114295	-0.7650860947122601
taxid2052943	1.2649110640673518	1.2649110640673518	1.0596894150182508	5.02654824574367	coccus-shaped	Trichococcus alkaliphilus	Trichococcus	Carnobacteriaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	genus	N4484	3090512.0	45.83	2915.0	85.72239810102663	0.0	0.19881827988598197	0.127590305191709	0.0654735343747084	0.264630320499957	-0.0602117058031442	-1.39171840181238
taxid86796	0.5916079783099616	0.5916079783099616	0.1084178245770483	1.0995574287564276	coccus	Marmoricola aurantiacus	Marmoricola	Nocardioidaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria	genus	N5081	4163496.0	72.93	3964.0	92.8678832884568	1.0	0.18278517583680498	0.0681267692124444	0.246183603615307	0.0632911680475788	-0.00786471068144594	-0.14615279639227402
taxid267135	1.7	0.7	0.564439480094966	3.738495257771853		Erythrobacter donghaensis	Erythrobacter	Erythrobacteraceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N9964	3264748.5	61.370000000000005	3121.0	91.90832671687276	1.0	0.1570452311058385	0.06201909343642005	-0.025160540217513423	0.1577351864027185	-0.0181904169145201	-0.747410946605632
taxid2114	0.2449489742783178	0.2449489742783178	0.007695298980971182	0.1884955592153876	spherical	Entomoplasma ellychniae	Entomoplasma	Entomoplasmataceae	Entomoplasmatales	Mollicutes	Tenericutes	Bacteria	genus	N4095	1062829.0	29.935	2009.0	68.39227793945997	1.0	0.11686588827316399	0.1078516738040325	0.06198602467282375	0.1139810464593915	-0.02496545628101765	-0.1282479938558925
taxid291403	2.0	0.55	0.4316090157103728	3.4557519189487733	rod-shaped	Algoriphagus yeomjeoni	Algoriphagus	Cyclobacteriaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	genus	N9065	4883113.5	41.93	4094.5	90.99428991592501	1.0	0.046849944888755046	-0.1369787594064755	-0.10923937291109584	0.16416729089412901	-0.00520201718889083	-0.8030476171151939
taxid1087332	1.0	0.3499999999999999	0.08498662626429886	1.0995574287564276	ovoid-shaped	Actibacterium mucosum	Actibacterium	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G000647975	3715337.0	60.84	3717.0	92.4310230808134	1.0	0.131570209404861	0.0194394527918733	0.0792958542945546	0.14681480317265	-0.0130134591332441	-0.526549829023865
taxid1285191	3.5	1.25	3.783819276784581	13.744467859455344	rod-shaped	Desulfofarcimen intricatum	Desulfofarcimen	Peptococcaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	genus	G000024205	4545624.0	41.55	4300.0	82.88769594669509	10.0	0.0900827948518877	-0.0537022890051088	0.13795001259723	-0.00552990869174848	-0.0440499786239789	-0.184999262401341
taxid370959	1.7	0.75	0.6405903770210437	4.005530633326987	rod-shaped	Sphingomonas mucosissima	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N6608	3927122.0	66.41	3646.5	90.82856528351041	1.0	0.187050196547284	0.0828182281789476	0.04174360158071225	0.125941178924889	-0.0259240423095648	-0.40256518565102606
taxid591206	1.5	0.85	0.6903977105498319	4.005530633326987	rod-shaped	Roseivivax isoporae	Roseivivax	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G000521865	4898228.0	69.78	4751.0	91.1482274814484	1.0	0.190080841016852	0.0248651067993663	0.21855487612746	0.0644897804456947	-0.009702419446852021	-0.170656593502259
taxid301388	2.0	0.458257569495584	0.3046732028857915	2.8793172275584813	rods	Cellulomonas bogoriensis	Cellulomonas	Cellulomonadaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	species	G000767165	3183361.0	72.23	3337.0	91.58659668193458	1.0	0.19894636105637603	0.12439728875937	0.191249349470727	0.0383521665026545	-0.0284766855545547	-0.187889897070532
taxid1897729	4.489988864128732	1.5491933384829668	7.490042735914412	21.852481308590736	rod-shaped	Halomonas aestuarii	Halomonas	Halomonadaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N8290	3845518.0	59.655	3645.0	90.07212627028957	1.0	0.1190312291402045	-0.049170301760913096	0.0677063165431636	0.09944296971685179	-0.02644734858350425	-0.38860753803744147
taxid2069303	1.4832396974191326	0.7071067811865476	0.4899068059039544	3.2949301724313207	rod-shaped	Ciceribacter azotifigens	Ciceribacter	Rhizobiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	family	N9986	5739470.5	59.435	5485.0	86.81868438224126	3.0	0.139444457992422	0.02373659575680015	-0.038202761299877395	0.171907691185876	-0.0113148088749402	-0.5734978746378874
taxid322505	4.4721359549995805	0.8366600265340756	2.3053591979444046	11.754763358538995	rod-shaped	Sharpea azabuensis	Sharpea	Coprobacillaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria	species	N5597	2365653.0	37.1	2351.5	88.5913155149317	0.0	0.2436076872826465	0.1314792405064285	0.12989488464598498	0.23033039396266947	-0.05979109016876505	-0.681024585183142
taxid2024736	1.7320508075688772	0.8	0.7365824082792599	4.353118474162122	rod-shaped	Levilactobacillus bambusae	Levilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	genus	N7347	2749197.0	49.23	2479.0	83.32167538375751	1.0	0.150779164149526	0.0868528587630914	0.122384677682374	0.218502940683827	-0.0462441928868247	-1.0746878518168401
taxid674079	0.7937253933193772	0.2449489742783178	0.033555778478811776	0.6107954210381554	rod-shaped	Marisediminicola antarctica	Marisediminicola	Microbacteriaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	family	N3662	3471800.0	69.54	3262.0	91.85985741471865	1.0	0.1822422582081	0.0524045279237085	0.0496741722846329	0.0978206261657192	-0.0254202423510407	-0.311019366950428
taxid267633	3.0000000000000004	0.5	0.5563236990731926	4.7123889803846915	rod-shaped	Levilactobacillus hammesii	Levilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	species	G001434395	2815465.0	49.38	2615.0	82.88403514161959	1.0	0.17511765167342402	0.129182235164364	0.13587817036986602	0.218502940683827	-0.044550704302785994	-1.095234909977
taxid468056	2.5	0.8	1.1225957748827529	6.2831853071795845	rod-shaped	Flavobacterium fluvii	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	genus	N8152	3800950.0	34.599999999999994	3342.0	89.96040755237209	1.0	0.14183786662263598	-0.0427563893062166	0.01449732409787955	0.1625940057125515	-0.032785170596149854	-0.519650333145932
taxid84096	1.51657508881031	0.6708203932499369	0.4569727145084646	3.1960977073812185	rods	Gordonia alkanivorans	Gordonia	Gordoniaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria	genus	N5922	4934225.0	67.555	4559.0	91.18100847437053	1.0	0.1736230435112915	0.0960521733476895	-0.000609603471964094	0.1485343903797185	-0.02615364014419825	-0.46587095695208797
taxid1219382	1.5	1.5	1.7671458676442586	7.0685834705770345	ovoid-shaped	Acinetobacter nectaris	Acinetobacter	Moraxellaceae	Moraxellales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000488215	2668938.0	36.67	2550.0	88.27522407789165	4.0	0.11016518877308801	-0.0517562460018798	-0.16721454043786999	0.128579742126454	-0.0275178655880759	-0.46113250867278
taxid359303	1.8	0.7	0.602923990101441	3.95840674352314	rod-shaped	Shewanella loihica	Shewanella	Shewanellaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000016065	4602594.0	53.67	3903.0	85.8107623657442	8.0	0.21299538472337698	0.07768914101776599	0.26633212412005497	0.119425441321343	-0.0646548447350341	-0.539424468948267
taxid1524095	2.1563858652847827	0.938083151964686	1.2742680748880144	6.355031172957193	rod-shaped	Hymenobacter frigidus	Hymenobacter	Hymenobacteraceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	genus	N8136	5148030.5	58.705	4544.0	86.19454477776344	2.0	0.1356745203223555	-0.05808978378366661	0.1045787885025635	0.0350291377046523	-0.04317896090191195	-0.185548964866607
taxid426756	1.25	0.65	0.342891748169936	2.552544031041707	coccus-shaped	Bhargavaea beijingensis	Bhargavaea	Planococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	genus	N5201	3108079.0	56.09	3098.0	88.15681995783142	1.0	0.135733987780004	-0.0218024341265113	0.12334173733144801	0.122138156089484	-0.0341455432624381	-0.5094728039764761
taxid207954	1.9	0.65	0.5585817187929603	3.8798669271833934	rod-shaped	Neptuniibacter caesariensis	Neptuniibacter	Oceanospirillaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000153345	3924755.0	46.64	3644.0	91.0922592620431	0.0	0.17682957856965803	0.0701288323267461	0.150123258066566	0.267112545015173	-0.0436082816809958	-1.3001260190406998
taxid487317	2.5	0.3499999999999999	0.22930353878857995	2.7488935718910685	rod-shaped	Aequorivita capsosiphonis	Aequorivita	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	species	G000429125	4042904.0	36.88	3645.0	86.97320045195238	2.0	0.0037357440138995296	-0.209257220174399	-0.234652434619765	0.136745284104145	-0.00228849213996085	-0.46566102142286203
taxid1200300	0.6708203932499369	0.6708203932499369	0.15805833144841633	1.413716694115407	coccus-shaped	Thermogladius calderae	Thermogladius	Desulfurococcaceae	Desulfurococcales	Thermoprotei	Crenarchaeota	Archaea	species	G000264495	1356318.0	55.64	1421.0	91.68867477980827	1.0	0.0664813288016111	0.000325897193026312	0.140709148194109	-0.0571166518443442	-0.0297338948567536	0.076469178381247
taxid1851568	2.0	1.0	1.3089969389957472	6.2831853071795845	rod-shaped	Photorhabdus namnaonensis	Photorhabdus	Morganellaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	G001010285	5147098.0	44.11	4542.0	83.69863950521244	7.0	0.18127616673318603	0.0691720416986655	0.12867282892933402	0.165006754999309	-0.0336967248971287	-0.650195059583879
taxid1820333	0.7745966692414834	0.5291502622129179	0.1315539642745833	1.2876698099213992	pleomorphic-shaped	Paracoccus aestuariivivens	Paracoccus	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N7431	4213283.0	67.36	4057.0	90.00040862771826	1.0	0.181846145184405	0.02298020331032615	0.15675961397549049	0.110566843644436	-0.0259526102485787	-0.21943036047348702
taxid1215031	1.5	0.6	0.3675663404700058	2.827433388230814	rod-shaped	Neobacillus thermocopriae	Neobacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	genus	N9020	5283728.0	39.42	5187.0	85.15945741335193	1.0	0.130281623867357	-0.0258711556834011	-0.0969266004537432	0.254459195330961	-0.0147675307262528	-1.0130079352989498
taxid554343	1.45	1.0	0.8770279491271507	4.5553093477052	ovoid-shaped	Psychrobacter piscatorii	Psychrobacter	Moraxellaceae	Moraxellales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N5834	3098053.0	42.8	2632.0	83.43511012305166	2.0	0.0890966557198368	-0.0790911303439154	-0.0673083667982906	0.16041131295181602	-0.0103729804836772	-0.8445300010596558
taxid43687	0.9486832980505138	0.9486832980505138	0.4470564719608244	2.827433388230814	spherical	Metallosphaera sedula	Metallosphaera	Sulfolobaceae	Sulfolobales	Thermoprotei	Crenarchaeota	Archaea	species	N2216	2191531.0	46.22	2393.0	89.52076012544643	1.0	0.0852073735093278	0.0250244085860515	0.143806508039596	0.008314676214346641	-0.0315863225499152	-0.18334061583935
taxid412593	1.45	0.6	0.3534291735288517	2.73318560862312	rod-shaped	Thermosulfidibacter takaii	Thermosulfidibacter		Aquificales	Aquificae	Aquificae	Bacteria	species	G001547735	1816670.0	43.02	1859.0	96.63918047856794	1.0	0.0238004319505564	-0.130438865810881	-0.0248040624168836	0.0810630277068355	-0.004705581148787739	-0.53830545321917
taxid2072922	1.095445115010332	0.6928203230275509	0.3259107096040317	2.384301183791064	rod-shaped	Actinotalea solisilvae	Actinotalea	Cellulomonadaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	family	N5109	3971656.5	73.495	3694.5	90.76200064216422	1.0	0.21398845044424353	0.0606316751970198	0.337800943685735	0.0365857964256352	-0.02582814602369335	-0.16250737684600153
taxid397457	0.95	0.38	0.093375464047547	1.1341149479459152	rod-shaped	Gulbenkiania mobilis	Gulbenkiania	Chromobacteriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria	genus	G001418035	2848002.0	63.64	2714.0	90.86117214805329	0.0	0.112068622628351	-0.13074639617911898	0.0207981942752195	0.0871347473131093	-0.0167050529707317	-0.271335226902785
taxid1775	1.630950643030009	0.8	0.6857639228085355	4.0990260468085005	rods	Mycobacterium cookii	Mycobacterium	Mycobacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria	genus	N5918	5402402.0	66.31	5375.0	91.22640494362749	1.0	0.0895266096818709	-0.0339107258766829	-0.114868221500709	0.134856144556061	-0.008972030810163279	-0.470585254269476
taxid363848	1.7748239349298849	0.31622776601683805	0.1311155223299463	1.7632145037808498	rod-shaped	Dyella ginsengisoli	Dyella	Rhodanobacteraceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N8599	5207749.0	65.7	4571.5	88.50301338989362	2.5	0.2182275674819205	0.07823553118311495	0.1505210951827125	0.1230096929747379	-0.03981222721886915	-0.4042864136500176
taxid569859	4.999999999999999	1.1	4.4032039033938934	17.278759594743867	rod-shaped	Desulfosporosinus hippei	Desulfosporosinus	Peptococcaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	genus	N3323	5660978.0	42.11	5428.0	83.90158318502519	3.0	0.0446112851988671	-0.12661269435421302	0.0406073722967979	0.0655666095709079	-0.0194969962602363	-0.42750012072031796
