taxid	length_gmean	width_gmean	volume_gmean	surface_gmean	length_amean	width_amean	volume_amean	surface_amean	shape	length_ranges	width_ranges	sources	species	genus	family	order	class	phylum	kingdom	rank	node	genome	gc	proteins	coding	rrnas	MILC	ENCprime
taxid393250	6.928203230275509	0.9797958971132712	4.977492601603469	21.325838103160155	8.0	1.0	6.021385919380437	25.132741228718345	rod-shaped	4.0,  12.0	0.8,  1.2	bacdive	Paenibacillus thailandensis	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	family	N3029	5982226.0	47.28	5629.0	86.29303919433326	1.0	-0.7305024763539	0.270427874912414
taxid393251	4.898979485566356	1.095445115010332	4.27303515600998	16.85955535449774	5.5	1.1	4.878369792249352	19.00663555421825	rod-shaped	3.0,  8.0	1.0,  1.2	bacdive	Paenibacillus nanensis	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	family	N3029	5982226.0	47.28	5629.0	86.29303919433326	1.0	-0.7305024763539	0.270427874912414
taxid393278	1.3	0.7	0.4105014400690662	2.8588493147667124	1.3	0.7	0.4105014400690662	2.858849314766712	coccus-shaped	1.3,  1.3	0.7,  0.7	bacdive	Donghicola eburneus	Donghicola	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G900115865	4426466.0	58.82	4287.0	90.17168549357432	1.0	-0.643614494133535	0.231443084102128
taxid393607	1.0	0.3	0.0636172512351933	0.942477796076938	1.0	0.3	0.0636172512351933	0.942477796076938	rod-shaped	1.0,  1.0	0.3,  0.3	bacdive	Agromyces allii	Agromyces	Microbacteriaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	genus	N9467	4365982.5	70.08	3946.5	91.5051347227201	1.0	-0.3014337946732205	0.10631684314151249
taxid393657	1.45	0.25	0.0670860931235319	1.1388273369263	1.45	0.25	0.067086093123532	1.1388273369263	spiral-shaped	1.45,  1.45	0.25,  0.25	bacdive	Thalassospira tepidiphila	Thalassospira	Thalassospiraceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N5742	4563243.0	54.144999999999996	4219.0	88.77132933121564	1.0	-0.589154529045506	0.22990830035695
taxid393662	1.5	0.529150262212918	0.2910784885106198	2.4935618646198243	2.5	0.55	0.5504004879242368	4.319689898685966	pleomorphic-shaped	0.5,  4.5	0.4,  0.7	bacdive	Congregibacter litoralis	Congregibacter	Halieaceae	Cellvibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000153125	4351117.0	57.67	3933.0	91.17162328661811	2.0	-0.207545769091763	0.0941456938659326
taxid393663	4.5	0.55	1.0255663767796932	7.775441817634739	4.5	0.55	1.0255663767796932	7.775441817634739	rod-shaped	4.5,  4.5	0.55,  0.55	bacdive	Pseudoruegeria aquimaris	Pseudoruegeria	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	G900099935	5811514.0	62.25	5703.0	87.46577914120141	1.0	-0.384194048008489	0.143669041149155
taxid393907	0.925	0.775	0.3144865145937282	2.252129233542183	0.925	0.775	0.3144865145937283	2.252129233542183	ovoid-shaped	0.925,  0.925	0.775,  0.775	bacdive	Microbulbifer epialgicus	Microbulbifer	Microbulbiferaceae	Cellvibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N7120	4349217.5	52.825	3790.0	86.15002407023582	1.0	-0.5814444979031395	0.2305751828554795
taxid394098	6.0	2.0	16.755160819145562	37.69911184307751	6.0	2.0	16.755160819145562	37.69911184307752	rod-shaped	6.0,  6.0	2.0,  2.0	bacdive	Bhargavaea cecembensis	Bhargavaea	Planococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	N5201	3108079.0	56.09	3098.0	88.15681995783142	1.0	-0.673303075732778	0.259667558164286
taxid394264	1.05	0.3499999999999999	0.0897971900151082	1.154535300194249	1.05	0.35	0.0897971900151082	1.154535300194249	ovoid-shaped	1.05,  1.05	0.35,  0.35	bacdive	Sulfitobacter marinus	Sulfitobacter	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N10469	4031324.0	57.95	3925.5	91.3725902195848	2.0	-0.4886064274008385	0.1971938501525135
taxid394734	3.65	0.8	1.7006488231432746	9.173450548482194	3.65	0.8	1.7006488231432746	9.173450548482194	rod-shaped	3.65,  3.65	0.8,  0.8	bacdive	Nocardioides insulae	Nocardioides	Nocardioidaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria	species	G000422825	4060447.0	70.78	3656.0	90.9217630472704	1.0	-0.316845245950897	0.112732103711864
taxid395085	2.7	0.5	0.4974188368183839	4.241150082346221	2.7	0.5	0.4974188368183839	4.241150082346221	rod-shaped	2.7,  2.7	0.5,  0.5	bacdive	Ligilactobacillus ceti	Ligilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	species	G000423245	1385752.0	33.67	1279.0	89.62556070638902	0.0	-0.646065697767866	0.280917365917399
taxid395087	2.0	0.3	0.1343030859409635	1.884955592153876	2.0	0.3	0.1343030859409636	1.884955592153876	rod-shaped	2.0,  2.0	0.3,  0.3	bacdive	Flavobacterium ceti	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	genus	N8152	3800950.0	34.599999999999994	3342.0	89.96040755237209	1.0	-0.493533747393993	0.2033681146209545
taxid395922	1.2	0.5	0.2028945255443407	1.884955592153876	1.2	0.5	0.2028945255443408	1.884955592153876	coccus-shaped	1.2,  1.2	0.5,  0.5	bacdive	Coraliomargarita akajimensis	Coraliomargarita	Puniceicoccaceae	Puniceicoccales	Opitutae	Verrucomicrobia	Bacteria	species	G000025905	3750771.0	53.6	3146.0	90.31703081846372	2.0	-0.540429114405293	0.192344832134096
taxid395961	3.24037034920393	3.24037034920393	17.814866446946212	32.98672286269284	3.25	3.25	17.97416421858535	33.18307240354219	sphere/spheroid	3.0,  3.5	3.0,  3.5	pcc	Cyanothece sp. PCC 7425	Cyanothece	Cyanothecaceae	Oscillatoriales		Cyanobacteria	Bacteria	species	G000022045	5786110.0	50.65	5440.0	86.96936283617146	2.0	-0.0881369752505086	0.0376946259002735
taxid396005	2.0	0.65	0.5917647911965025	4.084070449666731	2.0	0.65	0.5917647911965025	4.084070449666731	rod-shaped	2.0,  2.0	0.65,  0.65	bacdive	Gilvimarinus chinensis	Gilvimarinus	Cellvibrionaceae	Cellvibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000377745	4068866.0	51.16	3620.0	90.1506463963178	4.0	-0.411121830701667	0.175076282449119
taxid396013	0.95	0.5	0.1538071403320002	1.4922565104551515	0.95	0.5	0.1538071403320002	1.4922565104551515	rod-shaped	0.95,  0.95	0.5,  0.5	bacdive	Pseudooceanicola marinus	Pseudooceanicola	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N10217	4659730.0	66.1	4463.0	90.01184617992888	1.0	-0.326013399148027	0.125589269194353
taxid396014	1.3	0.8	0.5194099853935125	3.267256359733385	1.3	0.8	0.5194099853935125	3.267256359733385	ovoid-shaped	1.3,  1.3	0.8,  0.8	bacdive	Brachybacterium phenoliresistens	Brachybacterium	Dermabacteraceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	species	G000576425	4188165.0	73.2	3692.0	91.15113659562122	1.0	-0.264583686736655	0.124392839522624
taxid396015	1.0	0.75	0.3313398501832985	2.356194490192345	1.0	0.75	0.3313398501832985	2.356194490192345	ovoid-shaped	1.0,  1.0	0.75,  0.75	bacdive	Rothia terrae	Rothia	Micrococcaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	genus	N4729	2506025.0	59.62	2152.0	85.62137249229357	3.0	-0.55378876170689	0.170872236249942
taxid396016	6.0	0.4	0.7372270760424048	7.539822368615502	6.0	0.4	0.7372270760424048	7.539822368615503	rod-shaped	6.0,  6.0	0.4,  0.4	bacdive	Tenacibaculum litopenaei	Tenacibaculum	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	genus	N7765	3322428.0	31.509999999999998	3050.5	89.57201656422754	1.0	-0.328665092974729	0.1535932382495805
taxid396056	1.57	1.57	2.026271236496428	7.743711731833481	1.57	1.57	2.026271236496428	7.743711731833482	coccus-shaped	1.57,  1.57	1.57,  1.57	bacdive	Halobacillus alkaliphilus	Halobacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	genus	N5614	4035520.0	41.775	4060.5	84.94012861236216	0.5	-0.759265069139885	0.27940266177803896
taxid396268	2.82842712474619	0.7071067811865476	1.0181606733279591	6.283185307179585	3.0	0.75	1.214912784005428	7.0685834705770345	rod-shaped	2.0,  4.0	0.5,  1.0	bacdive	Limosilactobacillus secaliphilus	Limosilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	species	G001437055	1646143.0	47.72	1511.0	89.15367619945533	1.0	-0.610654290419026	0.229024836293384
taxid396322	2.9	0.45	0.437368602241954	4.09977841293468	2.9	0.45	0.437368602241954	4.09977841293468	rod-shaped	2.9,  2.9	0.45,  0.45	bacdive	Desulfatiferula olefinivorans	Desulfatiferula	Desulfobacteraceae	Desulfobacterales	Deltaproteobacteria	Proteobacteria	Bacteria	family	N5309	4469042.0	47.56	3905.0	88.00642500450301	1.0	-0.104772372487694	0.0486908638389367
taxid396389	0.8944271909999159	0.8944271909999159	0.3746567856555053	2.5132741228718345	0.9	0.9	0.3817035074111599	2.5446900494077327	coccus-shaped	0.8,  1.0	0.8,  1.0	bacdive	Aestuariimicrobium kwangyangense	Aestuariimicrobium	Propionibacteriaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria	species	G000421525	2990149.0	68.55	2633.0	92.04354030518212	1.0	-0.298844126092175	0.107959658828725
taxid396504	3.5	0.55	0.7879834323519651	6.047565858160352	3.5	0.55	0.7879834323519651	6.047565858160352	rod-shaped	3.5,  3.5	0.55,  0.55	bacdive	Ruminiclostridium sufflavum	Ruminiclostridium	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	genus	N3353	4692483.5	37.265	4124.0	87.90115677501825	1.0	-0.36434800141292345	0.1425150761318085
taxid396716	4.0	1.25	4.3974115919388375	15.707963267948964	4.0	1.25	4.3974115919388375	15.707963267948966	rod-shaped	4.0,  4.0	1.25,  1.25	bacdive	Ligilactobacillus hayakitensis	Ligilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	species	G000615845	1667319.0	33.98	1692.0	87.42562161170117	1.0	-0.800763706353834	0.287570855063439
taxid396808	2.5	0.8	1.1225957748827529	6.283185307179585	2.5	0.8	1.1225957748827529	6.283185307179586	rod-shaped	2.5,  2.5	0.8,  0.8	bacdive	Andreprevotia chitinilytica	Andreprevotia	Chromobacteriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria	species	G000711875	5149006.0	59.89	4484.0	88.04951868380033	1.0	-0.526566124272065	0.203502447825968
taxid396812	2.3	0.25	0.1088103705540213	1.8064157758141308	2.3	0.25	0.1088103705540214	1.8064157758141308	rod-shaped	2.3,  2.3	0.25,  0.25	bacdive	Fulvivirga kasyanovii	Fulvivirga	Fulvivirgaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	genus	G000331535	6737864.0	42.39	5754.0	88.40552436202333	1.0	-0.340670998791432	0.161946749669357
taxid397258	1.35	0.55	0.2771801018323495	2.332632545290422	1.35	0.55	0.2771801018323495	2.332632545290422	rod-shaped	1.35,  1.35	0.55,  0.55	bacdive	Nocardioides hwasunensis	Nocardioides	Nocardioidaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria	genus	N5082	4754646.0	71.48	4519.0	92.2719902213061	1.0	-0.268750810956563	0.104007159931672
taxid397260	1.75	0.75	0.662679700366597	4.123340357836604	1.75	0.75	0.662679700366597	4.123340357836604	rod-shaped	1.75,  1.75	0.75,  0.75	bacdive	Sphingomonas sanxanigenens	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G000512205	6580298.0	66.66	6144.0	90.45812210936344	3.0	-0.317071260312242	0.11915587276302
taxid397271	3.0000000000000004	0.5	0.5563236990731926	4.71238898038469	3.0	0.5	0.5563236990731926	4.71238898038469	rod-shaped	3.0,  3.0	0.5,  0.5	bacdive	Thiohalomonas nitratireducens	Thiohalomonas	Ectothiorhodospiraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	G900102855	3563632.0	59.93	3280.0	86.55817996919997	1.0	-0.107138140767916	0.0429707013791917
taxid397278	0.6	0.6	0.1130973355292325	1.1309733552923256	0.6	0.6	0.1130973355292325	1.1309733552923256	coccus-shaped	0.6,  0.6	0.6,  0.6	bacdive	Marmoricola aequoreus	Marmoricola	Nocardioidaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria	species	G000720335	4163496.0	72.93	3964.0	92.1388900097418	1.0	-0.201887044754083	0.0804582996814007
taxid397457	0.95	0.38	0.093375464047547	1.1341149479459152	0.95	0.38	0.093375464047547	1.1341149479459152	rod-shaped	0.95,  0.95	0.38,  0.38	bacdive	Gulbenkiania mobilis	Gulbenkiania	Chromobacteriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria	genus	G001418035	2848002.0	63.64	2714.0	90.86117214805329	0.0	-0.479140523517091	0.179287188281842
taxid397865	6.349999999999999	1.2	6.729291463989336	23.938936020354227	6.35	1.2	6.729291463989337	23.938936020354223	rod-shaped	6.35,  6.35	1.2,  1.2	bacdive	Barnesiella viscericola	Barnesiella	Barnesiellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	species	G000512915	3076856.0	51.67	2499.0	88.9754671651842	5.0	-0.49879721007782	0.191521730863892
taxid398035	1.7320508075688774	0.6708203932499369	0.5331281197048404	3.650200808376252	1.85	0.7	0.6221662451046786	4.068362486398782	rod-shaped	1.2,  2.5	0.5,  0.9	bacdive	Alteromonas tagae	Alteromonas	Alteromonadaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N7924	4653032.5	44.6	3939.0	88.21913281816813	5.0	-0.6013452738523131	0.2402584385755695
taxid398036	1.7320508075688774	0.565685424949238	0.3879210960758564	3.078119592388473	1.85	0.6000000000000001	0.4665265090580843	3.487167845484671	rod-shaped	1.2,  2.5	0.4,  0.8	bacdive	Alteromonas simiduii	Alteromonas	Alteromonadaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N7924	4653032.5	44.6	3939.0	88.21913281816813	5.0	-0.6013452738523131	0.2402584385755695
taxid398037	1.8	1.15	1.471476184048594	6.503096792930871	1.8	1.15	1.471476184048594	6.503096792930871	rod-shaped	1.8,  1.8	1.15,  1.15	bacdive	Segetibacter koreensis	Segetibacter	Chitinophagaceae	Chitinophagales	Chitinophagia	Bacteroidetes	Bacteria	species	G000374045	6107890.0	37.41	5151.0	84.6914073436162	2.0	-0.193022166166149	0.0953781417168224
taxid398045	0.8	0.5	0.1243547092045959	1.2566370614359172	0.8	0.5	0.1243547092045959	1.2566370614359172	rod-shaped	0.8,  0.8	0.5,  0.5	bacdive	Flavisolibacter ginsengiterrae	Flavisolibacter	Chitinophagaceae	Chitinophagales	Chitinophagia	Bacteroidetes	Bacteria	genus	N8472	5309161.5	41.065	4625.5	86.50338451879676	2.5	-0.5132878670902434	0.207810535144627
taxid398046	1.1	0.7	0.3335324200561163	2.419026343264141	1.1	0.7	0.3335324200561163	2.419026343264141	rod-shaped	1.1,  1.1	0.7,  0.7	bacdive	Olivibacter terrae	Olivibacter	Sphingobacteriaceae	Sphingobacteriales	Sphingobacteriia	Bacteroidetes	Bacteria	genus	N6959	6226409.0	41.1	5283.0	89.3598918663018	0.0	-0.390505019821202	0.173330665583689
taxid398047	1.65	0.7	0.5451972250917285	3.6285395148962105	1.65	0.7	0.5451972250917285	3.628539514896211	rod-shaped	1.65,  1.65	0.7,  0.7	bacdive	Olivibacter soli	Olivibacter	Sphingobacteriaceae	Sphingobacteriales	Sphingobacteriia	Bacteroidetes	Bacteria	genus	N6959	6226409.0	41.1	5283.0	89.3598918663018	0.0	-0.390505019821202	0.173330665583689
taxid398048	1.4	0.8	0.5696754678509491	3.518583772020568	1.4	0.8	0.5696754678509491	3.518583772020568	rod-shaped	1.4,  1.4	0.8,  0.8	bacdive	Olivibacter ginsengisoli	Olivibacter	Sphingobacteriaceae	Sphingobacteriales	Sphingobacteriia	Bacteroidetes	Bacteria	genus	N6959	6226409.0	41.1	5283.0	89.3598918663018	0.0	-0.390505019821202	0.173330665583689
taxid398049	1.45	0.7	0.4682282050787786	3.18871654339364	1.45	0.7	0.4682282050787786	3.18871654339364	rod-shaped	1.45,  1.45	0.7,  0.7	bacdive	Mucilaginibacter daejeonensis	Mucilaginibacter	Sphingobacteriaceae	Sphingobacteriales	Sphingobacteriia	Bacteroidetes	Bacteria	genus	N7365	7035113.0	43.06	5968.0	87.92643030202292	1.0	-0.551016567794858	0.224148987790175
taxid398050	1.224744871391589	0.447213595499958	0.1689664254208104	1.720721162863643	1.25	0.45	0.1749474408967816	1.7671458676442586	rod-shaped	1.0,  1.5	0.4,  0.5	bacdive	Mucilaginibacter pocheonensis	Mucilaginibacter	Sphingobacteriaceae	Sphingobacteriales	Sphingobacteriia	Bacteroidetes	Bacteria	genus	N7365	7035113.0	43.06	5968.0	87.92643030202292	1.0	-0.551016567794858	0.224148987790175
taxid398052	1.4	0.25	0.064631723862915	1.0995574287564276	1.4	0.25	0.064631723862915	1.0995574287564276	rod-shaped	1.4,  1.4	0.25,  0.25	bacdive	Daejeonella composti	Daejeonella	Sphingobacteriaceae	Sphingobacteriales	Sphingobacteriia	Bacteroidetes	Bacteria	genus	N7741	3862526.5	38.325	3384.0	89.69995920398668	1.0	-0.36247207206995946	0.1691441844507405
taxid398054	1.05	0.3499999999999999	0.0897971900151082	1.154535300194249	1.05	0.35	0.0897971900151082	1.154535300194249	rod-shaped	1.05,  1.05	0.35,  0.35	bacdive	Pedobacter daechungensis	Pedobacter	Sphingobacteriaceae	Sphingobacteriales	Sphingobacteriia	Bacteroidetes	Bacteria	family	N5267	5360390.0	40.44	4818.0	89.1456934079626	1.0	-0.5969891175746764	0.24226505897030648
taxid398199	1.095445115010332	0.6324555320336759	0.2779136441340878	2.176559237081061	1.3	0.65	0.3594832843717071	2.654645792283376	rod-shaped	0.6,  2.0	0.5,  0.8	bacdive	Proteiniclasticum ruminis	Proteiniclasticum	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	species	N2993	3145685.5	43.36	2910.0	88.74940223750613	0.5	-0.657847706080344	0.2161591517718235
taxid398257	1.224744871391589	0.5	0.2077531696804558	1.923824745242796	1.25	0.5	0.2127120025868089	1.9634954084936207	rod-shaped	1.0,  1.5	0.5,  0.5	bacdive	Luteimonas composti	Luteimonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N7468	3781299.5	70.155	3314.0	89.48128177671367	1.0	-0.2104676761361275	0.07177671977404125
taxid398555	3.464101615137755	0.8	1.6072061031116849	8.706236948324246	4.0	0.8	1.876578011744304	10.053096491487338	rod-shaped	2.0,  6.0	0.8,  0.8	bacdive	Agrilactobacillus composti	Agrilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	species	G000583695	3449704.0	43.94	3987.0	87.86171219327802	1.0	-0.681243399192074	0.258780249618921
taxid398736	2.5	0.45	0.3737513510067606	3.5342917352885173	2.5	0.45	0.3737513510067606	3.5342917352885173	rod-shaped	2.5,  2.5	0.45,  0.45	bacdive	Vibrio rhizosphaerae	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000711805	4463095.0	46.28	3882.0	87.16068109686216	0.0	-0.889126400311467	0.312788957486407
taxid398743	2.224859546128699	0.4242640687119284	0.2945391350207041	2.9654371551881886	2.4	0.4499999999999999	0.3578470381979622	3.392920065876976	rod-shaped	1.5,  3.3	0.3,  0.6	bacdive	Zunongwangia profunda	Zunongwangia	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	species	G000023465	5128187.0	36.22	4490.0	87.84332552615574	3.0	-0.384996951968781	0.167267829459432
taxid398758	2.7	0.8	1.2231267397976264	6.785840131753954	2.7	0.8	1.2231267397976264	6.785840131753954	rod-shaped	2.7,  2.7	0.8,  0.8	bacdive	Alkalibacterium indicireducens	Alkalibacterium	Carnobacteriaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	genus	G000585255	2328046.0	44.74	2143.0	85.74199135240454	1.0	-0.630314902586341	0.24677202857611
taxid398759	1.8165902124584952	0.4898979485566356	0.3116379920386791	2.7958409621548173	1.85	0.5	0.3305217270964261	2.905973204570558	rod-shaped	1.5,  2.2	0.4,  0.6	bacdive	Cellulomonas chitinilytica	Cellulomonas	Cellulomonadaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	genus	N5109	3971656.5	73.495	3694.5	90.76200064216422	1.0	-0.25410848184476	0.0965344338295788
taxid399363	1.0	1.0	0.5235987755982988	3.141592653589793	1.0	1.0	0.5235987755982988	3.141592653589793	coccus-shaped	1.0,  1.0	1.0,  1.0	bacdive	Salinicoccus kunmingensis	Salinicoccus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	genus	N4474	2654193.0	46.235	2693.5	89.77469369678293	1.0	-0.5791856979753991	0.22934672029408198
taxid399370	1.95	0.75	0.75103699374881	4.594579255875073	1.95	0.75	0.75103699374881	4.594579255875073	rod-shaped	1.95,  1.95	0.75,  0.75	bacdive	Liquorilactobacillus ghanensis	Liquorilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	species	G001435235	2605329.0	37.09	2431.0	86.9690929629233	1.0	-0.23177696954358	0.111280102600576
taxid399497	1.2	0.6	0.2827433388230814	2.261946710584651	1.2	0.6	0.2827433388230814	2.261946710584651	rod-shaped	1.2,  1.2	0.6,  0.6	bacdive	Tessaracoccus flavescens	Tessaracoccus	Propionibacteriaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria	genus	G000826065	3211248.0	67.82	3062.0	90.86149683861228	1.0	-0.305651671199361	0.112609426308596
taxid399548	4.0	0.5	0.7526732399225546	6.283185307179585	4.0	0.5	0.7526732399225546	6.283185307179586	rod-shaped	4.0,  4.0	0.5,  0.5	bacdive	Desulfocurvus vexinensis	Desulfocurvus	Desulfovibrionaceae	Desulfovibrionales	Deltaproteobacteria	Proteobacteria	Bacteria	species	G000519125	3627185.0	69.75	3304.0	88.54378808911044	3.0	-0.183752245121895	0.0804896180361773
taxid399736	1.396424004376894	0.3464101615137754	0.1207270656180014	1.5196997828041263	1.4	0.35	0.1234711362707738	1.5393804002589986	rod-shaped	1.3,  1.5	0.3,  0.4	bacdive	Agrococcus jejuensis	Agrococcus	Microbacteriaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	genus	G000425105	2677837.0	72.54	2619.0	92.35789930455066	1.0	-0.190207670087182	0.0590667826895892
taxid399947	1.19582607431014	0.5477225575051662	0.2387418516801983	2.0576832331696093	1.2000000000000002	0.55	0.2415426601681903	2.073451151369264	rod-shaped	1.1,  1.3	0.5,  0.6	bacdive	Salibacterium nitratireducens	Salibacterium	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	genus	N6463	3565400.5	47.55	3619.0	85.99597673873554	0.5	-0.2397569704388085	0.1043411445339015
taxid400055	1.7748239349298849	0.4415880433163923	0.2492755159923809	2.462195057945072	2.2	0.475	0.3617944820921214	3.282964323001334	rod-shaped	0.9,  3.5	0.3,  0.65	bacdive	Robiginitalea myxolifaciens	Robiginitalea	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	species	G900115205	3206962.0	48.87	2835.0	93.65892081041184	1.0	-0.250303269842581	0.127117951576345
taxid400061	3.0000000000000004	0.75	1.214912784005428	7.0685834705770345	3.0	0.75	1.214912784005428	7.0685834705770345	rod-shaped	3.0,  3.0	0.75,  0.75	bacdive	Paludibacterium yongneupense	Paludibacterium	Chromobacteriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria	species	G000422925	4332940.0	62.23	4035.0	89.26491019954119	0.0	-0.607499040082832	0.22442470906624
taxid400091	3.5	0.7	1.2571606602115153	7.696902001294991	3.5	0.7	1.2571606602115153	7.696902001294993	rod-shaped	3.5,  3.5	0.7,  0.7	bacdive	Hymenobacter xinjiangensis	Hymenobacter	Hymenobacteraceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	genus	N8136	5148030.5	58.705	4544.0	86.19454477776344	2.0	-0.5620589039481575	0.235432929814444
taxid400092	2.4	0.65	0.7244970808106712	4.900884539600076	2.4	0.65	0.7244970808106712	4.900884539600077	rod-shaped	2.4,  2.4	0.65,  0.65	bacdive	Pontibacter korlensis	Pontibacter	Hymenobacteraceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	species	G000973725	5462537.0	47.34	4713.0	86.34334193068166	4.0	-0.616701187533353	0.238459255556734
taxid400153	1.8027756377319948	0.6324555320336759	0.5001280815183081	3.581966739295072	1.9	0.7	0.641408500107916	4.178318229274424	rod-shaped	1.3,  2.5	0.4,  1.0	bacdive	Rheinheimera tangshanensis	Rheinheimera	Chromatiaceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N7530	4373987.0	49.26	3996.5	91.5156329934664	0.5	-0.613156094297248	0.2670121359746995
taxid400390	1.7	0.7	0.564439480094966	3.738495257771853	1.7	0.7	0.564439480094966	3.7384952577718535	rod-shaped	1.7,  1.7	0.7,  0.7	bacdive	Alkalimonas collagenimarina	Alkalimonas			Gammaproteobacteria	Proteobacteria	Bacteria	genus	G900107845	4060055.0	51.53	3658.0	91.85446995176174	1.0	-0.518138413159237	0.230914861641511
taxid400768	0.4582575694955839	0.4582575694955839	0.0503880514822734	0.6597344572538564	0.5	0.5	0.0654498469497873	0.7853981633974483	coccus	0.3,  0.7	0.3,  0.7	bm5	Microlunatus panaciterrae	Microlunatus	Propionibacteriaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria	genus	G000270245	5683123.0	67.27	5200.0	89.92077067485607	1.0	-0.268768147229517	0.0911655794345787
taxid400772	0.7	0.3499999999999999	0.0561232437594426	0.7696902001294993	0.7	0.35	0.0561232437594426	0.7696902001294993	rod-shaped	0.7,  0.7	0.35,  0.35	bacdive	Microbacterium ginsengisoli	Microbacterium	Microbacteriaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	species	G000956535	3047473.0	70.22	3009.0	93.09355653027936	1.0	-0.302718936972954	0.104891141873746
taxid400774	0.916515138991168	0.3872983346207417	0.0927652259985419	1.1151547670782112	0.95	0.4	0.1026253600172665	1.1938052083641213	rod-shaped	0.7,  1.2	0.3,  0.5	bacdive	Nocardioides panacihumi	Nocardioides	Nocardioidaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria	genus	N5082	4754646.0	71.48	4519.0	92.2719902213061	1.0	-0.268750810956563	0.104007159931672
taxid400777	2.121320343559643	0.3872983346207417	0.2347029952365071	2.581081744295465	2.25	0.4	0.2659881780039358	2.827433388230814	rod-shaped	1.5,  3.0	0.3,  0.5	bacdive	Paenibacillus ginsengarvi	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	family	N3029	5982226.0	47.28	5629.0	86.29303919433326	1.0	-0.7305024763539	0.270427874912414
